,nazwa,okres,mln_EUR
15179,B3SYSTEM,2016-12,0.27
15180,TOPMEDICA,2016-12,0.17
15181,AMPLI,2016-12,0.16
15182,BACD,2016-12,0.12
15183,PKOBP,2017-01,8852.29
15184,PEKAO,2017-01,8199.92
15185,PKNORLEN,2017-01,8017.32
15186,BZWBK,2017-01,7893.76
15187,PGNIG,2017-01,7479.22
15188,PZU,2017-01,7018.57
15189,KGHM,2017-01,5721.81
15190,INGBSK,2017-01,5317.19
15191,PGE,2017-01,4714.55
15192,MBANK,2017-01,3690.29
15193,CYFRPLSAT,2017-01,3572.23
15194,HANDLOWY,2017-01,2317.05
15195,LPP,2017-01,2165.95
15196,CCC,2017-01,1866.59
15197,SYNTHOS,2017-01,1833.26
15198,ALIOR,2017-01,1820.62
15199,JSW,2017-01,1815.88
15200,MILLENNIUM,2017-01,1647.07
15201,ORANGEPL,2017-01,1636.36
15202,LOTOS,2017-01,1607.2
15203,AMREST,2017-01,1606.67
15204,GRUPAAZOTY,2017-01,1573.78
15205,CDPROJEKT,2017-01,1301.71
15206,EUROCASH,2017-01,1281.77
15207,BUDIMEX,2017-01,1273.32
15208,TAURONPE,2017-01,1193.78
15209,ASSECOPOL,2017-01,1102.0
15210,BGZBNPP,2017-01,1097.04
15211,ZYWIEC,2017-01,1050.66
15212,INTERCARS,2017-01,1033.29
15213,ENEA,2017-01,1032.56
15214,KRUK,2017-01,1007.1
15215,ENERGA,2017-01,976.18
15216,KETY,2017-01,941.1
15217,GTC,2017-01,903.26
15218,PULAWY,2017-01,869.51
15219,CIECH,2017-01,837.32
15220,ORBIS,2017-01,779.87
15221,STALPROD,2017-01,765.37
15222,PFLEIDER,2017-01,668.55
15223,BORYSZEW,2017-01,628.98
15224,PKPCARGO,2017-01,551.3
15225,ECHO,2017-01,537.45
15226,BENEFIT,2017-01,528.23
15227,FAMUR,2017-01,521.2
15228,BOGDANKA,2017-01,510.11
15229,PBG,2017-01,502.46
15230,FORTE,2017-01,458.07
15231,GPW,2017-01,432.44
15232,IDEABANK,2017-01,418.19
15233,WAWEL,2017-01,408.25
15234,NEUCA,2017-01,407.83
15235,POLICE,2017-01,396.23
15236,WIRTUALNA,2017-01,381.73
15237,SANOK,2017-01,372.06
15238,DOMDEV,2017-01,361.76
15239,NETIA,2017-01,360.43
15240,CLNPHARMA,2017-01,350.17
15241,COMARCH,2017-01,338.23
15242,GETINOBLE,2017-01,336.56
15243,AMICA,2017-01,335.73
15244,KRUSZWICA,2017-01,324.78
15245,PCCROKITA,2017-01,316.04
15246,KOGENERA,2017-01,313.43
15247,LIVECHAT,2017-01,312.15
15248,DEBICA,2017-01,307.49
15249,FARMACOL,2017-01,280.37
15250,ATAL,2017-01,276.67
15251,MEDICALG,2017-01,273.1
15252,XTB,2017-01,260.74
15253,APATOR,2017-01,256.17
15254,GETIN,2017-01,238.09
15255,STALEXP,2017-01,236.94
15256,ALUMETAL,2017-01,234.73
15257,MABION,2017-01,230.67
15258,ALCHEMIA,2017-01,229.52
15259,BOS,2017-01,211.96
15260,STELMET,2017-01,210.19
15261,LCCORP,2017-01,209.79
15262,MENNICA,2017-01,207.44
15263,ALTUSTFI,2017-01,198.94
15264,MLPGROUP,2017-01,197.58
15265,EMPERIA,2017-01,195.21
15266,WIELTON,2017-01,195.17
15267,TRAKCJA,2017-01,190.96
15268,SNIEZKA,2017-01,189.38
15269,NEWAG,2017-01,186.72
15270,PHN,2017-01,184.95
15271,ASSECOBS,2017-01,183.88
15272,IMPEXMET,2017-01,183.8
15273,ROBYG,2017-01,182.25
15274,PAGED,2017-01,181.1
15275,ZEPAK,2017-01,166.64
15276,OPONEO.PL,2017-01,166.33
15277,MANGATA,2017-01,164.5
15278,CPGROUP,2017-01,161.86
15279,BIOTON,2017-01,157.42
15280,ELEMENTAL,2017-01,148.39
15281,WORKSERV,2017-01,148.05
15282,AGORA,2017-01,148.03
15283,COLIAN,2017-01,147.8
15284,RAFAKO,2017-01,140.81
15285,PELION,2017-01,135.37
15286,ABPL,2017-01,134.93
15287,PGODLEW,2017-01,133.42
15288,VISTULA,2017-01,133.37
15289,ELBUDOWA,2017-01,131.55
15290,ASSECOSEE,2017-01,131.33
15291,AUTOPARTN,2017-01,129.68
15292,PEP,2017-01,129.27
15293,ZPUE,2017-01,128.66
15294,ENTER,2017-01,127.6
15295,BEST,2017-01,122.35
15296,LENTEX,2017-01,120.71
15297,MCI,2017-01,117.62
15298,MARVIPOL,2017-01,114.56
15299,TOYA,2017-01,110.15
15300,GLCOSMED,2017-01,110.11
15301,SELENAFM,2017-01,107.03
15302,SELVITA,2017-01,105.54
15303,POLIMEXMS,2017-01,104.8
15304,ACAUTOGAZ,2017-01,101.6
15305,CIGAMES,2017-01,100.65
15306,RAINBOW,2017-01,98.45
15307,JWCONSTR,2017-01,96.23
15308,PCM,2017-01,96.19
15309,UNIBEP,2017-01,93.94
15310,ATM,2017-01,91.47
15311,RAWLPLUG,2017-01,90.9
15312,PGSSOFT,2017-01,89.31
15313,ERBUD,2017-01,86.65
15314,QUERCUS,2017-01,86.54
15315,ATMGRUPA,2017-01,85.65
15316,ARCTIC,2017-01,85.43
15317,ARCHICOM,2017-01,83.85
15318,ULMA,2017-01,82.52
15319,BSCDRUK,2017-01,79.26
15320,COMP,2017-01,78.56
15321,INTEGERPL,2017-01,76.73
15322,WITTCHEN,2017-01,75.44
15323,11BIT,2017-01,73.21
15324,TORPOL,2017-01,72.77
15325,ASMGROUP,2017-01,71.76
15326,PLAYWAY,2017-01,71.7
15327,KREDYTIN,2017-01,71.27
15328,IMPEL,2017-01,69.81
15329,TIM,2017-01,69.71
15330,ABCDATA,2017-01,65.08
15331,PCCEXOL,2017-01,64.92
15332,MONNARI,2017-01,64.57
15333,KOPEX,2017-01,64.54
15334,PBKM,2017-01,64.39
15335,KANIA,2017-01,63.88
15336,ADIUVO,2017-01,62.9
15337,PEKABEX,2017-01,62.62
15338,FERRO,2017-01,62.29
15339,TERMOREX,2017-01,61.59
15340,IMMOBILE,2017-01,60.04
15341,PANOVA,2017-01,59.73
15342,GRAAL,2017-01,58.97
15343,ERGIS,2017-01,58.92
15344,MDIENERGIA,2017-01,58.56
15345,ELZAB,2017-01,58.24
15346,POLNORD,2017-01,57.98
15347,STALPROFI,2017-01,57.91
15348,LOKUM,2017-01,57.36
15349,MOSTALWAR,2017-01,56.66
15350,MERCATOR,2017-01,53.06
15351,KINOPOL,2017-01,52.59
15352,OTLOG,2017-01,52.48
15353,AMBRA,2017-01,52.33
15354,INTROL,2017-01,52.28
15355,IZOBLOK,2017-01,52.08
15356,EUCO,2017-01,50.95
15357,KONSSTALI,2017-01,50.52
15358,ARTIFEX,2017-01,49.99
15359,ZUE,2017-01,49.99
15360,ENELMED,2017-01,49.95
15361,VANTAGE,2017-01,49.31
15362,SECOGROUP,2017-01,47.42
15363,SKARBIEC,2017-01,47.04
15364,INDYKPOL,2017-01,46.89
15365,ABADONRE,2017-01,46.01
15366,VOXEL,2017-01,45.83
15367,PEMANAGER,2017-01,45.74
15368,MFO,2017-01,44.93
15369,MOSTALZAB,2017-01,44.77
15370,I2DEV,2017-01,44.55
15371,BRIJU,2017-01,44.17
15372,BYTOM,2017-01,43.27
15373,GOBARTO,2017-01,43.14
15374,VIGOSYS,2017-01,42.76
15375,GROCLIN,2017-01,42.11
15376,POLWAX,2017-01,42.1
15377,CELTIC,2017-01,41.74
15378,EKOEXPORT,2017-01,41.56
15379,INPRO,2017-01,41.51
15380,MERCOR,2017-01,41.4
15381,ZAMET,2017-01,39.87
15382,PCCINTER,2017-01,39.4
15383,SOHODEV,2017-01,39.33
15384,APLISENS,2017-01,39.33
15385,APLITT,2017-01,38.49
15386,IZOSTAL,2017-01,37.65
15387,WASKO,2017-01,37.27
15388,NOVITA,2017-01,37.23
15389,FEERUM,2017-01,36.34
15390,EMCINSMED,2017-01,36.23
15391,ORZBIALY,2017-01,36.14
15392,SONEL,2017-01,35.91
15393,CDRL,2017-01,35.64
15394,MASTERPHA,2017-01,35.4
15395,KGL,2017-01,34.68
15396,HERKULES,2017-01,33.88
15397,SYNEKTIK,2017-01,33.58
15398,AATHOLD,2017-01,33.43
15399,COGNOR,2017-01,33.37
15400,VOTUM,2017-01,33.19
15401,FAM,2017-01,32.91
15402,ATENDE,2017-01,32.65
15403,ROPCZYCE,2017-01,32.59
15404,OEX,2017-01,32.29
15405,TARCZYNSKI,2017-01,32.12
15406,HUTMEN,2017-01,31.32
15407,YOLO,2017-01,31.1
15408,URSUS,2017-01,30.53
15409,CORMAY,2017-01,30.31
15410,LUBAWA,2017-01,30.28
15411,IALBGR,2017-01,29.62
15412,VISTAL,2017-01,29.17
15413,KREC,2017-01,28.43
15414,INPOST,2017-01,28.29
15415,VIVID,2017-01,28.2
15416,GINOROSSI,2017-01,27.78
15417,PEPEES,2017-01,26.76
15418,ELEKTROTI,2017-01,26.74
15419,PETROLINV,2017-01,26.54
15420,DECORA,2017-01,25.6
15421,ESSYSTEM,2017-01,24.94
15422,AILLERON,2017-01,24.25
15423,ODLEWNIE,2017-01,23.86
15424,AIRWAY,2017-01,23.61
15425,SETANTA,2017-01,23.58
15426,INSTALKRK,2017-01,23.43
15427,LENA,2017-01,23.38
15428,DEKPOL,2017-01,23.15
15429,ORION,2017-01,22.99
15430,APSENERGY,2017-01,22.97
15431,IMS,2017-01,22.9
15432,KRVITAMIN,2017-01,22.63
15433,MEDIATEL,2017-01,22.36
15434,BRASTER,2017-01,22.22
15435,PLASTBOX,2017-01,21.89
15436,GRODNO,2017-01,21.67
15437,HYDROTOR,2017-01,21.6
15438,ENERGOINS,2017-01,21.45
15439,JHMDEV,2017-01,21.41
15440,MWTRADE,2017-01,21.28
15441,KREZUS,2017-01,21.22
15442,BOWIM,2017-01,20.95
15443,VINDEXUS,2017-01,20.88
15444,POZBUD,2017-01,20.77
15445,FERRUM,2017-01,20.46
15446,BEDZIN,2017-01,20.34
15447,BBIDEV,2017-01,19.81
15448,MOBRUK,2017-01,19.74
15449,MIRBUD,2017-01,19.62
15450,RELPOL,2017-01,19.48
15451,OPENFIN,2017-01,19.33
15452,EUROTEL,2017-01,19.04
15453,POLMED,2017-01,18.84
15454,SFINKS,2017-01,17.92
15455,LIBET,2017-01,17.55
15456,TRANSPOL,2017-01,17.49
15457,WOJAS,2017-01,17.44
15458,REDAN,2017-01,17.4
15459,SYGNITY,2017-01,17.37
15460,ACTION,2017-01,17.35
15461,RAFAMET,2017-01,17.15
15462,DELKO,2017-01,17.0
15463,MCLOGIC,2017-01,16.99
15464,BERLING,2017-01,16.9
15465,LARQ,2017-01,16.77
15466,RADPOL,2017-01,16.63
15467,CNT,2017-01,16.62
15468,BIK,2017-01,16.12
15469,PROCHEM,2017-01,16.09
15470,WISTIL,2017-01,16.06
15471,HYPERION,2017-01,15.6
15472,TALEX,2017-01,15.2
15473,GEKOPLAST,2017-01,14.83
15474,NOWAGALA,2017-01,14.73
15475,WDX,2017-01,14.65
15476,CZTOREBKA,2017-01,14.55
15477,KOMPUTRON,2017-01,14.45
15478,INTERFERI,2017-01,14.43
15479,RANKPROGR,2017-01,14.34
15480,MAKARONPL,2017-01,14.25
15481,OPTEAM,2017-01,14.03
15482,HARPER,2017-01,13.82
15483,NETMEDIA,2017-01,13.78
15484,PROTEKTOR,2017-01,13.7
15485,MEXPOLSKA,2017-01,13.59
15486,HELIO,2017-01,13.39
15487,QUMAK,2017-01,13.03
15488,CAPITAL,2017-01,13.01
15489,ERG,2017-01,12.99
15490,IPOPEMA,2017-01,12.86
15491,CUBEITG,2017-01,12.81
15492,PROCHNIK,2017-01,12.16
15493,PAMAPOL,2017-01,11.96
15494,BUMECH,2017-01,11.76
15495,OTMUCHOW,2017-01,11.36
15496,AWBUD,2017-01,11.36
15497,PROJPRZEM,2017-01,11.06
15498,SEKO,2017-01,10.9
15499,MEDIACAP,2017-01,10.89
15500,INDATA,2017-01,10.72
15501,EFEKT,2017-01,10.65
15502,ATLANTAPL,2017-01,10.34
15503,BIOMEDLUB,2017-01,10.32
15504,KCI,2017-01,10.29
15505,08OCTAVA,2017-01,10.28
15506,KPPD,2017-01,10.23
15507,FASING,2017-01,10.19
15508,FASTFIN,2017-01,10.16
15509,PMPG,2017-01,9.97
15510,SARE,2017-01,9.89
15511,ARTERIA,2017-01,9.82
15512,REMAK,2017-01,9.7
15513,ALTA,2017-01,9.7
15514,WINVEST,2017-01,9.61
15515,NTTSYSTEM,2017-01,9.47
15516,HUBSTYLE,2017-01,9.41
15517,POLCOLORIT,2017-01,9.31
15518,KOMPAP,2017-01,9.13
15519,PRAGMAINK,2017-01,8.86
15520,SUWARY,2017-01,8.78
15521,MEGARON,2017-01,8.74
15522,WIKANA,2017-01,8.69
15523,CHEMOS,2017-01,8.6
15524,PRAGMAFA,2017-01,8.47
15525,LSISOFT,2017-01,8.46
15526,K2INTERNT,2017-01,8.21
15527,SOLAR,2017-01,8.17
15528,TESGAS,2017-01,8.13
15529,SKOTAN,2017-01,8.1
15530,SIMPLE,2017-01,7.39
15531,CFI,2017-01,7.19
15532,KBDOM,2017-01,7.15
15533,POLNA,2017-01,7.03
15534,HAWE,2017-01,6.93
15535,LABOPRINT,2017-01,6.87
15536,BALTONA,2017-01,6.81
15537,KRAKCHEM,2017-01,6.71
15538,MOSTALPLC,2017-01,6.53
15539,FON,2017-01,6.47
15540,INTERSPPL,2017-01,6.08
15541,PLATYNINW,2017-01,6.07
15542,ATREM,2017-01,5.99
15543,TFONE,2017-01,5.81
15544,EDINVEST,2017-01,5.81
15545,PATENTUS,2017-01,5.65
15546,BETACOM,2017-01,5.5
15547,ELKOP,2017-01,5.29
15548,ESOTIQ,2017-01,5.15
15549,4FUNMEDIA,2017-01,4.99
15550,ENAP,2017-01,4.75
15551,WADEX,2017-01,4.74
15552,INVISTA,2017-01,4.68
15553,MIRACULUM,2017-01,4.57
15554,STAPORKOW,2017-01,4.22
15555,PEMUG,2017-01,4.21
15556,PBSFINANSE,2017-01,4.1
15557,TRITON,2017-01,3.72
15558,CALATRAVA,2017-01,3.67
15559,QUANTUM,2017-01,3.63
15560,NORTCOAST,2017-01,3.62
15561,MNI,2017-01,3.47
15562,PROCAD,2017-01,3.35
15563,ATLANTIS,2017-01,3.29
15564,INC,2017-01,3.27
15565,DROZAPOL,2017-01,3.26
15566,PWRMEDIA,2017-01,3.16
15567,SUNEX,2017-01,3.14
15568,IMPERA,2017-01,2.89
15569,LARK,2017-01,2.84
15570,PRIMAMODA,2017-01,2.67
15571,ARCUS,2017-01,2.59
15572,MUZA,2017-01,2.54
15573,WILBO,2017-01,2.47
15574,CCENERGY,2017-01,2.37
15575,IFSA,2017-01,2.33
15576,UNIMA,2017-01,2.23
15577,ZASTAL,2017-01,2.17
15578,IQP,2017-01,2.12
15579,ALMA,2017-01,2.11
15580,SCOPAK,2017-01,2.09
15581,06MAGNA,2017-01,2.06
15582,FMG,2017-01,2.04
15583,COMPERIA,2017-01,1.96
15584,IFCAPITAL,2017-01,1.94
15585,FOTA,2017-01,1.87
15586,IBSM,2017-01,1.85
15587,SKYLINE,2017-01,1.82
15588,RESBUD,2017-01,1.81
15589,SWISSMED,2017-01,1.81
15590,GRAVITON,2017-01,1.66
15591,MOJ,2017-01,1.66
15592,ABMSOLID,2017-01,1.65
15593,IZOLACJA,2017-01,1.36
15594,ZREMB,2017-01,1.33
15595,INDYGO,2017-01,1.33
15596,DROP,2017-01,1.26
15597,SANWIL,2017-01,1.24
15598,RUBICON,2017-01,1.07
15599,INTERBUD,2017-01,0.97
15600,STARHEDGE,2017-01,0.97
15601,DGA,2017-01,0.96
15602,KERDOS,2017-01,0.81
15603,IDEON,2017-01,0.79
15604,CASHFLOW,2017-01,0.7
15605,EVEREST,2017-01,0.67
15606,REDWOOD,2017-01,0.67
15607,BUDOPOL,2017-01,0.6
15608,DREWEX,2017-01,0.55
15609,IDMSA,2017-01,0.53
15610,PCGUARD,2017-01,0.5
15611,REGNON,2017-01,0.37
15612,TOPMEDICA,2017-01,0.33
15613,B3SYSTEM,2017-01,0.23
15614,AMPLI,2017-01,0.17
15615,BACD,2017-01,0.08
15616,PKOBP,2017-02,9637.21
15617,PKNORLEN,2017-02,9333.78
15618,PGNIG,2017-02,8542.6
15619,PEKAO,2017-02,8509.63
15620,BZWBK,2017-02,8070.31
15621,PZU,2017-02,7215.7
15622,KGHM,2017-02,5976.93
15623,INGBSK,2017-02,5530.59
15624,PGE,2017-02,5141.56
15625,MBANK,2017-02,3880.69
15626,CYFRPLSAT,2017-02,3431.38
15627,LPP,2017-02,2412.26
15628,HANDLOWY,2017-02,2386.72
15629,LOTOS,2017-02,2082.75
15630,CCC,2017-02,2044.05
15631,ALIOR,2017-02,1958.96
15632,MILLENNIUM,2017-02,1916.66
15633,JSW,2017-02,1895.84
15634,SYNTHOS,2017-02,1802.51
15635,AMREST,2017-02,1678.3
15636,GRUPAAZOTY,2017-02,1593.43
15637,CDPROJEKT,2017-02,1568.75
15638,BUDIMEX,2017-02,1444.59
15639,ORANGEPL,2017-02,1438.04
15640,BGZBNPP,2017-02,1229.44
15641,TAURONPE,2017-02,1218.01
15642,ENEA,2017-02,1091.18
15643,ASSECOPOL,2017-02,1076.78
15644,ZYWIEC,2017-02,1073.15
15645,EUROCASH,2017-02,1070.34
15646,KRUK,2017-02,1063.88
15647,ENERGA,2017-02,1047.49
15648,INTERCARS,2017-02,1035.71
15649,CIECH,2017-02,914.43
15650,KETY,2017-02,902.03
15651,GTC,2017-02,874.25
15652,ORBIS,2017-02,843.38
15653,PULAWY,2017-02,832.51
15654,STALPROD,2017-02,801.5
15655,BORYSZEW,2017-02,666.08
15656,PFLEIDER,2017-02,629.53
15657,BOGDANKA,2017-02,629.2
15658,PKPCARGO,2017-02,611.01
15659,FAMUR,2017-02,580.39
15660,PBG,2017-02,561.73
15661,BENEFIT,2017-02,542.02
15662,ECHO,2017-02,540.17
15663,FORTE,2017-02,465.11
15664,GPW,2017-02,462.44
15665,IDEABANK,2017-02,454.07
15666,NEUCA,2017-02,431.63
15667,POLIMEXMS,2017-02,429.21
15668,GETINOBLE,2017-02,413.39
15669,WAWEL,2017-02,408.24
15670,SANOK,2017-02,404.73
15671,DOMDEV,2017-02,386.05
15672,COMARCH,2017-02,385.88
15673,WIRTUALNA,2017-02,375.64
15674,NETIA,2017-02,363.23
15675,POLICE,2017-02,355.31
15676,AMICA,2017-02,339.54
15677,CLNPHARMA,2017-02,329.63
15678,KRUSZWICA,2017-02,319.36
15679,DEBICA,2017-02,316.56
15680,KOGENERA,2017-02,305.48
15681,LIVECHAT,2017-02,304.53
15682,PCCROKITA,2017-02,299.55
15683,ATAL,2017-02,287.0
15684,MEDICALG,2017-02,282.4
15685,FARMACOL,2017-02,280.26
15686,MABION,2017-02,278.97
15687,XTB,2017-02,261.87
15688,APATOR,2017-02,260.77
15689,GETIN,2017-02,252.43
15690,STALEXP,2017-02,251.47
15691,ALCHEMIA,2017-02,233.05
15692,WIELTON,2017-02,223.79
15693,ZEPAK,2017-02,220.17
15694,ALUMETAL,2017-02,215.37
15695,LCCORP,2017-02,213.59
15696,STELMET,2017-02,205.44
15697,EMPERIA,2017-02,203.03
15698,TRAKCJA,2017-02,200.64
15699,MENNICA,2017-02,197.42
15700,BOS,2017-02,196.05
15701,MLPGROUP,2017-02,196.05
15702,ALTUSTFI,2017-02,195.22
15703,PHN,2017-02,191.19
15704,ASSECOBS,2017-02,191.07
15705,PAGED,2017-02,190.31
15706,ROBYG,2017-02,187.11
15707,SNIEZKA,2017-02,185.91
15708,IMPEXMET,2017-02,185.33
15709,NEWAG,2017-02,179.93
15710,MANGATA,2017-02,173.24
15711,PEP,2017-02,168.44
15712,AGORA,2017-02,166.74
15713,OPONEO.PL,2017-02,161.65
15714,CPGROUP,2017-02,160.67
15715,COLIAN,2017-02,149.63
15716,PELION,2017-02,149.5
15717,ELEMENTAL,2017-02,148.88
15718,BIOTON,2017-02,147.4
15719,RAFAKO,2017-02,146.39
15720,WORKSERV,2017-02,144.02
15721,ASSECOSEE,2017-02,140.42
15722,PGODLEW,2017-02,136.09
15723,ABPL,2017-02,134.03
15724,VISTULA,2017-02,133.4
15725,BEST,2017-02,132.68
15726,AUTOPARTN,2017-02,127.39
15727,ELBUDOWA,2017-02,127.03
15728,MARVIPOL,2017-02,124.75
15729,ZPUE,2017-02,124.54
15730,RAINBOW,2017-02,117.65
15731,ENTER,2017-02,117.58
15732,LENTEX,2017-02,117.49
15733,SELENAFM,2017-02,115.11
15734,MCI,2017-02,115.01
15735,TOYA,2017-02,111.6
15736,SELVITA,2017-02,105.73
15737,COMP,2017-02,105.57
15738,GLCOSMED,2017-02,105.29
15739,UNIBEP,2017-02,102.29
15740,11BIT,2017-02,98.62
15741,PGSSOFT,2017-02,97.78
15742,JWCONSTR,2017-02,97.16
15743,ATM,2017-02,94.3
15744,ERBUD,2017-02,93.52
15745,ACAUTOGAZ,2017-02,91.82
15746,ATMGRUPA,2017-02,90.81
15747,QUERCUS,2017-02,90.59
15748,CIGAMES,2017-02,89.4
15749,ARCTIC,2017-02,87.64
15750,RAWLPLUG,2017-02,87.12
15751,PCM,2017-02,87.04
15752,BSCDRUK,2017-02,86.2
15753,PLAYWAY,2017-02,85.62
15754,ULMA,2017-02,85.23
15755,ARCHICOM,2017-02,80.84
15756,INTEGERPL,2017-02,77.51
15757,IMPEL,2017-02,74.51
15758,TORPOL,2017-02,73.38
15759,ASMGROUP,2017-02,72.65
15760,WITTCHEN,2017-02,71.28
15761,ABCDATA,2017-02,69.94
15762,KOPEX,2017-02,69.74
15763,TIM,2017-02,69.68
15764,PCCEXOL,2017-02,69.53
15765,KREDYTIN,2017-02,66.83
15766,ELZAB,2017-02,66.54
15767,OTLOG,2017-02,64.82
15768,MONNARI,2017-02,64.08
15769,ADIUVO,2017-02,63.58
15770,FERRO,2017-02,62.89
15771,KANIA,2017-02,62.06
15772,POLNORD,2017-02,62.03
15773,PEKABEX,2017-02,61.7
15774,PBKM,2017-02,60.78
15775,IMMOBILE,2017-02,60.58
15776,TERMOREX,2017-02,60.48
15777,GRAAL,2017-02,59.16
15778,STALPROFI,2017-02,58.7
15779,LOKUM,2017-02,57.84
15780,ZUE,2017-02,57.73
15781,ERGIS,2017-02,57.46
15782,KINOPOL,2017-02,57.4
15783,MOSTALWAR,2017-02,56.8
15784,PANOVA,2017-02,56.29
15785,IZOBLOK,2017-02,55.47
15786,ENELMED,2017-02,55.14
15787,ARTIFEX,2017-02,55.1
15788,KONSSTALI,2017-02,54.24
15789,AMBRA,2017-02,53.72
15790,VANTAGE,2017-02,51.35
15791,MERCATOR,2017-02,50.76
15792,INTROL,2017-02,48.44
15793,VIGOSYS,2017-02,48.3
15794,EUCO,2017-02,48.2
15795,SKARBIEC,2017-02,47.49
15796,MFO,2017-02,46.62
15797,MOSTALZAB,2017-02,45.6
15798,KGL,2017-02,45.59
15799,IZOSTAL,2017-02,45.06
15800,VOXEL,2017-02,45.01
15801,INDYKPOL,2017-02,44.23
15802,CELTIC,2017-02,44.16
15803,SECOGROUP,2017-02,44.14
15804,TXM,2017-02,44.08
15805,APLISENS,2017-02,44.04
15806,PCCINTER,2017-02,44.03
15807,GOBARTO,2017-02,43.92
15808,I2DEV,2017-02,43.82
15809,SOHODEV,2017-02,43.33
15810,INPRO,2017-02,41.74
15811,MERCOR,2017-02,41.72
15812,ZAMET,2017-02,41.47
15813,BRIJU,2017-02,41.34
15814,EKOEXPORT,2017-02,40.68
15815,BYTOM,2017-02,40.6
15816,PEMANAGER,2017-02,40.45
15817,GROCLIN,2017-02,40.42
15818,POLWAX,2017-02,40.33
15819,MDIENERGIA,2017-02,40.06
15820,HERKULES,2017-02,39.22
15821,APLITT,2017-02,38.62
15822,ABADONRE,2017-02,38.36
15823,FEERUM,2017-02,38.12
15824,ORZBIALY,2017-02,36.84
15825,ELEKTROTI,2017-02,35.85
15826,CDRL,2017-02,35.77
15827,EMCINSMED,2017-02,35.7
15828,SONEL,2017-02,35.58
15829,NOVITA,2017-02,34.46
15830,WASKO,2017-02,33.8
15831,SYNEKTIK,2017-02,33.59
15832,AATHOLD,2017-02,33.36
15833,COGNOR,2017-02,33.3
15834,CORMAY,2017-02,33.22
15835,ATENDE,2017-02,33.01
15836,MASTERPHA,2017-02,32.57
15837,LUBAWA,2017-02,32.4
15838,VIVID,2017-02,32.28
15839,ROPCZYCE,2017-02,32.25
15840,TARCZYNSKI,2017-02,32.04
15841,IALBGR,2017-02,31.99
15842,FAM,2017-02,31.98
15843,HUTMEN,2017-02,31.43
15844,YOLO,2017-02,31.21
15845,URSUS,2017-02,31.13
15846,VOTUM,2017-02,30.44
15847,OEX,2017-02,30.0
15848,BRASTER,2017-02,29.37
15849,HYPERION,2017-02,29.36
15850,PETROLINV,2017-02,29.22
15851,APSENERGY,2017-02,28.4
15852,VISTAL,2017-02,28.38
15853,AIRWAY,2017-02,27.47
15854,INPOST,2017-02,27.39
15855,ESSYSTEM,2017-02,27.21
15856,PEPEES,2017-02,26.41
15857,AILLERON,2017-02,26.33
15858,DECORA,2017-02,25.66
15859,MIRBUD,2017-02,25.61
15860,DEKPOL,2017-02,25.38
15861,GINOROSSI,2017-02,24.6
15862,KREC,2017-02,24.54
15863,JHMDEV,2017-02,24.05
15864,OPENFIN,2017-02,23.93
15865,IMS,2017-02,23.9
15866,LENA,2017-02,23.69
15867,TRANSPOL,2017-02,23.6
15868,POLCOLORIT,2017-02,23.04
15869,HYDROTOR,2017-02,22.78
15870,MEDIATEL,2017-02,22.74
15871,MWTRADE,2017-02,22.51
15872,ODLEWNIE,2017-02,22.5
15873,INSTALKRK,2017-02,22.28
15874,PLASTBOX,2017-02,22.15
15875,LARQ,2017-02,22.09
15876,FERRUM,2017-02,21.6
15877,MOBRUK,2017-02,21.16
15878,RELPOL,2017-02,21.15
15879,GRODNO,2017-02,20.95
15880,KREZUS,2017-02,20.91
15881,VINDEXUS,2017-02,20.6
15882,KRVITAMIN,2017-02,20.38
15883,BBIDEV,2017-02,20.36
15884,ORION,2017-02,20.33
15885,BOWIM,2017-02,20.12
15886,ENERGOINS,2017-02,20.1
15887,SYGNITY,2017-02,20.05
15888,EUROTEL,2017-02,19.84
15889,POZBUD,2017-02,19.79
15890,SFINKS,2017-02,19.47
15891,BEDZIN,2017-02,18.86
15892,LIBET,2017-02,18.76
15893,POLMED,2017-02,18.51
15894,MCLOGIC,2017-02,17.66
15895,REDAN,2017-02,17.54
15896,RAFAMET,2017-02,17.51
15897,HARPER,2017-02,17.26
15898,BERLING,2017-02,17.12
15899,WDX,2017-02,17.05
15900,CNT,2017-02,16.45
15901,ACTION,2017-02,16.42
15902,PROCHEM,2017-02,16.24
15903,WISTIL,2017-02,16.22
15904,RADPOL,2017-02,16.09
15905,CZTOREBKA,2017-02,15.99
15906,NOWAGALA,2017-02,15.97
15907,RANKPROGR,2017-02,15.68
15908,TALEX,2017-02,15.54
15909,BIK,2017-02,15.45
15910,WOJAS,2017-02,15.03
15911,GEKOPLAST,2017-02,15.01
15912,SETANTA,2017-02,14.96
15913,INTERFERI,2017-02,14.88
15914,DELKO,2017-02,14.52
15915,MAKARONPL,2017-02,14.36
15916,BUMECH,2017-02,14.04
15917,MEXPOLSKA,2017-02,13.99
15918,KOMPUTRON,2017-02,13.98
15919,OTMUCHOW,2017-02,13.88
15920,PROTEKTOR,2017-02,13.84
15921,CAPITAL,2017-02,13.75
15922,IPOPEMA,2017-02,13.66
15923,NETMEDIA,2017-02,13.61
15924,OPTEAM,2017-02,13.26
15925,CUBEITG,2017-02,13.25
15926,QUMAK,2017-02,13.05
15927,INDATA,2017-02,12.82
