,Spółki krajowe według kapitalizacji (na koniec miesiąca) / Domestic shares by market capitalization (eop),Spółki krajowe według kapitalizacji (na koniec okresu) / Domestic shares by market capitalization (eop),Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,okres
22,,"17 ENEA 441,44 6 944 1 704 1,33 10 918,63","9,70","0,64","3,1",,2012-12
23,,"18 EUROCASH 137,98 6 030 1 480 1,15 661,62","32,90","9,11","0,4",,2012-12
24,,"19 CYFRPLSAT 348,35 5 716 1 403 1,09 2 354,92","10,30","2,43","0,0",,2012-12
25,,"20 MILLENNIUM 1 213,12 5 362 1 316 1,02 4 674,71","11,40","1,15","0,0",,2012-12
26,,"21 LOTOS 129,87 5 351 1 313 1,02 8 743,78","6,80","0,61","0,0",,2012-12
27,,"22 GETINOBLE 2 650,14 4 744 1 164 0,91 4 358,57","0,00","1,09","0,0",,2012-12
28,,"23 BOGDANKA 34,01 4 626 1 135 0,88 2 283,53","11,30","2,03","2,9",,2012-12
29,,"24 KREDYTB 271,66 4 482 1 100 0,86 3 405,18","16,40","1,32","0,0",,2012-12
30,,"25 ZYWIEC 10,27 4 376 1 074 0,84 319,70","14,90","13,69","6,6",,2012-12
31,,"26 ASSECOPOL 83,00 3 764 924 0,72 7 152,10","9,80","0,53","4,5",,2012-12
32,,"27 BANKBPH 76,67 3 748 920 0,72 4 690,10","15,00","0,80","0,0",,2012-12
33,,"28 AZOTYTARNOW 64,12 3 456 848 0,66 3 454,85","7,00","1,00","0,0",,2012-12
34,,"29 TVN 343,88 3 411 837 0,65 893,66","118,80","3,82","1,0",,2012-12
35,,"30 ALIOR 51,25 3 211 788 0,61 1 450,90","10,90","2,21","0,0",,2012-12
36,,"31 GTC 319,37 3 162 776 0,60 3 258,51","0,00","0,97","0,0",,2012-12
37,,"32 BGZ 51,14 2 805 688 0,54 3 319,39","26,70","0,84","0,0",,2012-12
38,,"33 CCC 38,40 2 803 688 0,54 485,63","22,10","5,77","2,2",,2012-12
39,,"34 PULAWY 19,12 2 628 645 0,50 2 493,73","4,90","1,05","2,7",,2012-12
40,,"35 FAMUR 481,50 2 297 564 0,44 874,29","9,30","2,63","0,0",,2012-12
41,,"36 ECHO 420,00 2 121 521 0,41 2 069,37","30,20","1,02","0,0",,2012-12
42,,"37 GETIN 732,80 2 067 507 0,39 1 888,63","3,30","1,09","0,0",,2012-12
43,,"38 AMREST 21,21 2 041 501 0,39 1 030,59","50,00","1,98","0,0",,2012-12
44,,"39 BUDIMEX 25,53 1 787 439 0,34 323,29","12,40","5,53","15,7",,2012-12
45,,"40 NFIEMF 105,68 1 760 432 0,34 577,21","352,80","3,05","0,0",,2012-12
46,,"41 ORBIS 46,08 1 751 430 0,33 1 930,94","24,90","0,91","3,7",,2012-12
47,,"42 NETIA 386,28 1 653 406 0,32 2 444,66","6,50","0,68","0,0",,2012-12
48,,"43 GPW 41,97 1 631 400 0,31 537,53","15,00","3,04","3,7",,2012-12
49,,"44 ZEPAK 52,03 1 480 363 0,28 3 546,39","4,30","0,42","0,0",,2012-12
50,,"45 BNPPL 28,69 1 435 352 0,27 1 699,23","53,20","0,84","0,0",,2012-12
51,,"46 BORYSZEW 2 256,72 1 399 343 0,27 1 242,50","12,80","1,13","0,0",,2012-12
52,,"47 NORDEABP 55,50 1 382 339 0,26 2 233,85","9,10","0,62","0,0",,2012-12
53,,"48 KETY 9,23 1 337 328 0,26 1 009,01","10,30","1,32","3,5",,2012-12
54,,"49 KOPEX 74,33 1 316 323 0,25 2 499,84","15,50","0,53","0,0",,2012-12
55,,"50 KOGENERA 14,90 1 289 316 0,25 1 068,60","12,00","1,21","5,1",,2012-12
56,,"51 STALPROD 6,73 1 237 304 0,24 1 586,47","12,20","0,78","0,0",,2012-12
57,,"52 INTERCARS 14,17 1 218 299 0,23 731,88","12,60","1,66","0,3",,2012-12
58,,"53 WAWEL 1,50 1 197 294 0,23 290,86","18,60","4,11","1,4",,2012-12
59,,"54 MENNICA 51,83 1 175 288 0,22 534,60","12,50","2,20","0,0",,2012-12
60,,"55 CIECH 52,70 1 170 287 0,22 933,69","0,00","1,25","0,0",,2012-12
61,,"56 INTEGERPL 5,94 1 096 269 0,21 188,33","18,50","5,82","0,0",,2012-12
62,,"57 APATOR 33,11 1 080 265 0,21 300,23","11,70","3,60","2,3",,2012-12
63,,"58 ALCHEMIA 207,00 1 035 254 0,20 628,16","10,50","1,65","0,0",,2012-12
64,,"59 KREZUS 54,70 1 007 247 0,19 63,05","232,20","15,96","0,0",,2012-12
65,,"60 MIDAS 1 479,67 962 236 0,18 1 040,88","0,00","0,92","0,0",,2012-12
66,,"61 POLICE 75,00 929 228 0,18 979,67","3,70","0,95","0,0",,2012-12
67,,"62 EMPERIA 15,12 876 215 0,17 675,31","1,50","1,30","93,3",,2012-12
68,,"63 DOMDEV 24,72 845 207 0,16 866,25","8,10","0,98","4,4",,2012-12
69,,"64 DEBICA 13,80 842 207 0,16 848,48","9,30","0,99","5,4",,2012-12
70,,"65 BIOTON 8 386,79 839 206 0,16 1 389,42","0,00","0,60","0,0",,2012-12
71,,"66 FARMACOL 23,40 763 187 0,15 871,68","9,90","0,87","0,0",,2012-12
72,,"67 OPENFIN 54,25 760 186 0,15 317,60","7,60","2,39","1,9",,2012-12
73,,"68 KRUK 16,90 745 183 0,14 288,62","10,90","2,58","0,0",,2012-12
74,,"69 KOFOLA 26,17 720 177 0,14 555,88","20,40","1,29","3,2",,2012-12
0,,Wielkość Kapitalizacja na koniec okresu Wartość,,,Stopa,,2013-01
1,,emisji Market capitalization księgowa,,,dywidendy,,2013-01
2,,Lp. Nazwa (mln) (mln zł),C/Z,C/WK,(%),,2013-01
3,,No Security Shares mln zł mln EUR (%) Book,P/E,P/BV,Dividend,,2013-01
4,,name outstanding PLN mil. EUR mil. (%) value,,,yield,,2013-01
5,,(mil.) (PLN mil.),,,(%),,2013-01
6,,"1 PKOBP 1 250,00 43 288 10 339 8,31 23 770,01","11,30","1,82","3,7",,2013-01
7,,"2 PEKAO 262,47 39 948 9 541 7,67 22 393,34","13,40","1,78","3,5",,2013-01
8,,"3 KGHM 200,00 37 780 9 023 7,26 21 017,88","5,00","1,80","15,0",,2013-01
9,,"4 PZU 86,35 35 189 8 404 6,76 13 800,62","10,60","2,55","5,5",,2013-01
10,,"5 PGNIG 5 900,00 32 450 7 750 6,23 24 345,81","90,90","1,33","0,0",,2013-01
11,,"6 PGE 1 869,76 31 898 7 618 6,13 41 363,62","5,80","0,77","10,7",,2013-01
12,,"7 BZWBK 93,55 23 480 5 608 4,51 8 404,49","19,10","2,79","2,5",,2013-01
13,,"8 PKNORLEN 427,71 20 958 5 005 4,03 28 306,83","8,90","0,74","0,0",,2013-01
14,,"9 TPSA 1 335,65 16 028 3 828 3,08 12 947,00","13,80","1,24","12,3",,2013-01
15,,"10 BRE 42,14 13 633 3 256 2,62 9 185,82","11,20","1,48","0,0",,2013-01
16,,"11 HANDLOWY 130,66 12 504 2 986 2,40 6 974,33","13,20","1,79","2,9",,2013-01
17,,"12 INGBSK 130,10 11 514 2 750 2,21 7 427,20","13,50","1,55","0,0",,2013-01
18,,"13 JSW 117,41 11 037 2 636 2,12 8 833,50","5,40","1,25","5,7",,2013-01
19,,"14 LPP 1,83 8 881 2 121 1,71 1 063,85","26,50","8,35","1,6",,2013-01
20,,"15 TAURONPE 1 752,55 8 272 1 976 1,59 16 839,41","5,50","0,49","6,6",,2013-01
21,,"16 SYNTHOS 1 323,25 6 947 1 659 1,33 2 811,09","9,40","2,47","9,5",,2013-01
22,,"17 EUROCASH 137,98 6 941 1 658 1,33 661,62","37,90","10,49","0,4",,2013-01
23,,"18 ENEA 441,44 6 745 1 611 1,30 10 918,63","9,40","0,62","3,1",,2013-01
24,,"19 CYFRPLSAT 348,35 5 835 1 394 1,12 2 354,92","10,60","2,48","0,0",,2013-01
25,,"20 MILLENNIUM 1 213,12 5 544 1 324 1,06 4 674,71","11,80","1,19","0,0",,2013-01
26,,"21 LOTOS 129,87 5 194 1 240 1,00 8 743,78","6,60","0,59","0,0",,2013-01
27,,"22 GETINOBLE 2 650,14 5 168 1 234 0,99 4 358,57","0,00","1,19","0,0",,2013-01
28,,"23 BOGDANKA 34,01 4 643 1 109 0,89 2 283,53","11,30","2,03","2,9",,2013-01
29,,"24 ALIOR 63,58 4 559 1 089 0,88 1 450,90","15,50","3,14","0,0",,2013-01
30,,"25 ZYWIEC 10,27 4 559 1 089 0,88 319,70","15,50","14,26","6,3",,2013-01
31,,"26 BANKBPH 76,67 4 017 959 0,77 4 690,10","16,10","0,86","0,0",,2013-01
32,,"27 ASSECOPOL 83,00 3 735 892 0,72 7 152,10","9,70","0,52","4,5",,2013-01
33,,"28 AZOTYTARNOW 64,12 3 623 865 0,70 3 454,85","7,30","1,05","0,0",,2013-01
34,,"29 TVN 343,88 3 339 797 0,64 893,66","116,20","3,74","1,0",,2013-01
35,,"30 BGZ 51,14 2 910 695 0,56 3 319,39","27,70","0,88","0,0",,2013-01
36,,"31 CCC 38,40 2 765 660 0,53 485,63","21,80","5,69","2,2",,2013-01
37,,"32 GTC 319,37 2 750 657 0,53 3 258,51","0,00","0,84","0,0",,2013-01
38,,"33 PULAWY 19,12 2 449 585 0,47 2 493,73","4,60","0,98","7,3",,2013-01
39,,"34 ECHO 420,00 2 247 537 0,43 2 069,37","32,00","1,09","0,0",,2013-01
40,,"35 FAMUR 481,50 2 191 523 0,42 874,29","8,90","2,51","0,0",,2013-01
41,,"36 BNPPL 28,69 2 152 514 0,41 1 699,23","79,80","1,27","0,0",,2013-01
42,,"37 GETIN 732,80 1 993 476 0,38 1 888,63","3,20","1,06","0,0",,2013-01
43,,"38 NFIEMF 105,68 1 950 466 0,37 577,21","391,00","3,38","0,0",,2013-01
44,,"39 AMREST 21,21 1 849 442 0,36 1 030,59","45,30","1,79","0,0",,2013-01
45,,"40 NETIA 386,28 1 777 424 0,34 2 444,66","7,00","0,73","0,0",,2013-01
46,,"41 ORBIS 46,08 1 762 421 0,34 1 930,94","25,10","0,91","3,7",,2013-01
47,,"42 BUDIMEX 25,53 1 707 408 0,33 323,29","11,90","5,28","16,4",,2013-01
48,,"43 GPW 41,97 1 687 403 0,32 537,53","15,50","3,14","3,6",,2013-01
49,,"44 ZEPAK 52,03 1 571 375 0,30 3 546,39","4,60","0,44","0,0",,2013-01
50,,"45 NORDEABP 55,50 1 498 358 0,29 2 299,33","9,90","0,65","0,0",,2013-01
51,,"46 STALPROD 6,73 1 338 320 0,26 1 586,47","13,20","0,84","0,0",,2013-01
52,,"47 INTERCARS 14,17 1 332 318 0,26 731,88","13,80","1,82","0,3",,2013-01
53,,"48 KETY 9,23 1 323 316 0,25 1 009,01","10,20","1,31","3,5",,2013-01
54,,"49 BORYSZEW 2 256,72 1 264 302 0,24 1 242,50","11,50","1,02","0,0",,2013-01
55,,"50 KOGENERA 14,90 1 235 295 0,24 1 068,60","11,50","1,16","5,3",,2013-01
56,,"51 WAWEL 1,50 1 216 290 0,23 290,86","18,90","4,18","1,4",,2013-01
57,,"52 KOPEX 74,33 1 189 284 0,23 2 499,84","14,10","0,48","0,0",,2013-01
58,,"53 INTEGERPL 6,24 1 183 283 0,23 188,33","20,00","6,28","0,0",,2013-01
59,,"54 MENNICA 51,83 1 130 270 0,22 534,60","12,00","2,11","0,0",,2013-01
60,,"55 CIECH 52,70 1 107 264 0,21 933,69","0,00","1,19","0,0",,2013-01
61,,"56 MIDAS 1 479,67 1 095 262 0,21 1 040,88","0,00","1,05","0,0",,2013-01
62,,"57 APATOR 33,11 1 079 258 0,21 300,23","11,70","3,59","1,2",,2013-01
63,,"58 ALCHEMIA 207,00 1 025 245 0,20 628,16","10,40","1,63","0,0",,2013-01
64,,"59 POLICE 75,00 993 237 0,19 979,67","3,90","1,01","0,0",,2013-01
65,,"60 KREZUS 54,70 985 235 0,19 63,05","227,10","15,62","0,0",,2013-01
66,,"61 DEBICA 13,80 925 221 0,18 848,48","10,20","1,09","4,9",,2013-01
67,,"62 DOMDEV 24,72 890 213 0,17 866,25","8,50","1,03","4,2",,2013-01
68,,"63 FARMACOL 23,40 885 211 0,17 871,68","11,40","1,01","0,0",,2013-01
69,,"64 EMPERIA 15,12 884 211 0,17 675,31","1,60","1,31","92,5",,2013-01
70,,"65 KRUK 16,90 850 203 0,16 288,62","12,50","2,95","0,0",,2013-01
71,,"66 OPENFIN 54,25 814 194 0,16 317,60","8,10","2,56","1,8",,2013-01
72,,"67 GRAJEWO 49,62 778 186 0,15 580,23","14,20","1,34","0,0",,2013-01
73,,"68 BOS 22,87 777 186 0,15 1 437,56","18,50","0,54","0,0",,2013-01
74,,"69 POLIMEXMS 1 333,97 747 178 0,14 880,00","0,00","0,85","0,0",,2013-01
0,,Wielkość Kapitalizacja na koniec okresu Wartość,,,Stopa,,2013-02
1,,emisji Market capitalization księgowa,,,dywidendy,,2013-02
2,,Lp. Nazwa (mln) (mln zł),C/Z,C/WK,(%),,2013-02
3,,No Security Shares mln zł mln EUR (%) Book,P/E,P/BV,Dividend,,2013-02
4,,name outstanding PLN mil. EUR mil. (%) value,,,yield,,2013-02
5,,(mil.) (PLN mil.),,,(%),,2013-02
6,,"1 PKOBP 1 250,00 44 500 10 705 8,49 23 770,01","11,60","1,87","3,6",,2013-02
7,,"2 PEKAO 262,47 42 100 10 128 8,03 22 393,34","14,10","1,88","3,4",,2013-02
8,,"3 KGHM 200,00 36 140 8 694 6,90 21 017,88","4,80","1,72","15,7",,2013-02
9,,"4 PZU 86,35 34 791 8 369 6,64 13 800,62","10,50","2,52","5,6",,2013-02
10,,"5 PGNIG 5 900,00 33 748 8 118 6,44 24 345,81","94,50","1,39","0,0",,2013-02
11,,"6 PGE 1 869,76 30 346 7 300 5,79 41 363,62","5,50","0,73","11,3",,2013-02
12,,"7 BZWBK 93,55 25 257 6 076 4,82 8 977,71","17,60","2,81","2,3",,2013-02
13,,"8 PKNORLEN 427,71 22 947 5 520 4,38 28 306,83","9,80","0,81","0,0",,2013-02
14,,"9 BRE 42,14 14 223 3 421 2,71 9 709,98","11,80","1,46","0,0",,2013-02
15,,"10 HANDLOWY 130,66 11 746 2 826 2,24 6 974,33","12,40","1,68","3,1",,2013-02
16,,"11 INGBSK 130,10 11 618 2 795 2,22 8 136,10","14,00","1,43","0,0",,2013-02
17,,"12 JSW 117,41 11 154 2 683 2,13 8 833,50","5,50","1,26","5,7",,2013-02
18,,"13 TPSA 1 335,65 9 082 2 185 1,73 12 958,00","10,60","0,70","21,7",,2013-02
19,,"14 LPP 1,83 8 610 2 071 1,64 1 212,12","24,40","7,10","1,6",,2013-02
20,,"15 TAURONPE 1 752,55 7 711 1 855 1,47 16 839,41","5,10","0,46","7,0",,2013-02
21,,"16 SYNTHOS 1 323,25 7 318 1 760 1,40 2 811,09","9,90","2,60","9,0",,2013-02
22,,"17 EUROCASH 137,99 7 313 1 759 1,40 661,62","39,90","11,05","0,3",,2013-02
23,,"18 ENEA 441,44 6 842 1 646 1,31 10 918,63","9,50","0,63","3,1",,2013-02
24,,"19 MILLENNIUM 1 213,12 5 799 1 395 1,11 4 674,71","12,30","1,24","0,0",,2013-02
25,,"20 CYFRPLSAT 348,35 5 713 1 374 1,09 2 354,92","10,30","2,43","0,0",,2013-02
26,,"21 AZOTYTARNOW 99,20 5 595 1 346 1,07 3 454,85","11,30","1,62","0,0",,2013-02
27,,"22 LOTOS 129,87 5 425 1 305 1,03 8 743,78","6,90","0,62","0,0",,2013-02
28,,"23 GETINOBLE 2 650,14 5 009 1 205 0,96 4 358,57","0,00","1,15","0,0",,2013-02
29,,"24 ZYWIEC 10,27 4 643 1 117 0,89 375,33","15,00","12,37","6,2",,2013-02
30,,"25 ALIOR 63,58 4 495 1 081 0,86 1 450,90","15,30","3,10","0,0",,2013-02
31,,"26 BOGDANKA 34,01 4 401 1 059 0,84 2 283,53","10,70","1,93","3,1",,2013-02
32,,"27 BANKBPH 76,67 3 679 885 0,70 4 690,10","14,80","0,78","0,0",,2013-02
33,,"28 ASSECOPOL 83,00 3 583 862 0,68 7 152,10","9,30","0,50","4,7",,2013-02
34,,"29 TVN 343,88 3 336 802 0,64 893,66","116,10","3,73","1,0",,2013-02
35,,"30 BNPPL 28,69 3 254 783 0,62 1 699,23","120,70","1,91","0,0",,2013-02
36,,"31 BGZ 51,14 2 830 681 0,54 3 319,39","27,00","0,85","0,0",,2013-02
37,,"32 CCC 38,40 2 715 653 0,52 540,32","23,00","5,02","2,3",,2013-02
38,,"33 GTC 319,37 2 603 626 0,50 3 258,51","0,00","0,80","0,0",,2013-02
39,,"34 PULAWY 19,12 2 473 595 0,47 2 493,73","4,60","0,99","7,3",,2013-02
40,,"35 ECHO 420,00 2 348 565 0,45 2 069,37","33,40","1,13","0,0",,2013-02
41,,"36 FAMUR 481,50 2 273 547 0,43 874,29","9,20","2,60","0,0",,2013-02
42,,"37 GETIN 732,80 2 081 501 0,40 1 888,63","3,30","1,10","0,0",,2013-02
43,,"38 NFIEMF 105,68 2 070 498 0,39 614,95","321,20","3,37","0,0",,2013-02
44,,"39 BUDIMEX 25,53 1 889 454 0,36 323,29","13,20","5,84","14,8",,2013-02
45,,"40 AMREST 21,21 1 870 450 0,36 1 030,59","45,80","1,81","0,0",,2013-02
46,,"41 NORDEABP 55,50 1 820 438 0,35 2 299,33","12,10","0,79","0,0",,2013-02
47,,"42 NETIA 386,28 1 792 431 0,34 2 296,30","0,00","0,78","0,0",,2013-02
48,,"43 GPW 41,97 1 763 424 0,34 555,89","16,70","3,17","3,4",,2013-02
49,,"44 ORBIS 46,08 1 673 402 0,32 1 932,04","24,50","0,87","3,9",,2013-02
50,,"45 ZEPAK 52,03 1 467 353 0,28 3 546,39","4,30","0,41","0,0",,2013-02
51,,"46 INTERCARS 14,17 1 416 341 0,27 731,88","14,70","1,93","0,3",,2013-02
52,,"47 KETY 9,23 1 327 319 0,25 1 009,01","10,20","1,31","3,5",,2013-02
53,,"48 MIDAS 1 479,67 1 317 317 0,25 1 040,88","0,00","1,27","0,0",,2013-02
54,,"49 STALPROD 6,73 1 298 312 0,25 1 586,47","12,80","0,82","0,0",,2013-02
55,,"50 WAWEL 1,50 1 210 291 0,23 290,86","18,80","4,16","1,4",,2013-02
56,,"51 MENNICA 51,83 1 156 278 0,22 534,60","12,30","2,16","0,0",,2013-02
57,,"52 KOPEX 74,33 1 141 274 0,22 2 499,84","13,50","0,46","0,0",,2013-02
58,,"53 POLICE 75,00 1 140 274 0,22 979,67","4,50","1,16","0,0",,2013-02
59,,"54 CIECH 52,70 1 130 272 0,22 933,69","0,00","1,21","0,0",,2013-02
60,,"55 INTEGERPL 6,24 1 122 270 0,21 188,33","19,00","5,96","0,0",,2013-02
61,,"56 KOGENERA 14,90 1 056 254 0,20 1 068,60","9,90","0,99","6,2",,2013-02
62,,"57 PHN 43,38 1 050 253 0,20 1 928,60","0,00","0,54","0,0",,2013-02
63,,"58 BORYSZEW 2 256,72 1 038 250 0,20 1 242,50","9,50","0,84","0,0",,2013-02
64,,"59 KREZUS 54,70 1 011 243 0,19 63,05","233,20","16,03","0,0",,2013-02
65,,"60 APATOR 33,11 979 235 0,19 302,13","10,50","3,24","1,4",,2013-02
66,,"61 ALCHEMIA 207,00 946 228 0,18 628,16","9,60","1,51","0,0",,2013-02
67,,"62 FARMACOL 23,40 931 224 0,18 871,68","12,00","1,07","0,0",,2013-02
68,,"63 KRUK 16,90 919 221 0,18 288,62","13,50","3,18","0,0",,2013-02
69,,"64 DEBICA 13,80 911 219 0,17 848,48","10,00","1,07","5,0",,2013-02
70,,"65 ROVESE 811,44 884 213 0,17 1 585,54","151,10","0,56","0,0",,2013-02
71,,"66 EMPERIA 15,12 816 196 0,16 675,31","1,40","1,21","100,2",,2013-02
72,,"67 DOMDEV 24,72 813 196 0,16 866,25","7,80","0,94","4,6",,2013-02
73,,"68 BOS 22,87 775 187 0,15 1 437,56","18,40","0,54","0,0",,2013-02
74,,"69 GRAJEWO 49,62 760 183 0,14 580,23","13,80","1,31","0,0",,2013-02
0,,Wielkość Kapitalizacja na koniec okresu Wartość,,,Stopa,,2013-03
1,,emisji Market capitalization księgowa,,,dywidendy,,2013-03
2,,Lp. Nazwa (mln) (mln zł),C/Z,C/WK,(%),,2013-03
3,,No Security Shares mln zł mln EUR (%) Book,P/E,P/BV,Dividend,,2013-03
4,,name outstanding PLN mil. EUR mil. (%) value,,,yield,,2013-03
5,,(mil.) (PLN mil.),,,(%),,2013-03
6,,"1 PKOBP 1 250,00 43 188 10 316 8,40 24 707,65","11,50","1,75","3,7",,2013-03
7,,"2 PEKAO 262,47 41 208 9 843 8,01 23 458,78","13,90","1,76","3,4",,2013-03
8,,"3 PZU 86,35 34 886 8 333 6,78 14 269,27","10,70","2,44","5,6",,2013-03
9,,"4 PGNIG 5 900,00 32 627 7 793 6,34 27 247,00","14,60","1,20","0,0",,2013-03
10,,"5 KGHM 200,00 31 560 7 538 6,14 21 719,00","6,60","1,45","18,0",,2013-03
11,,"6 PGE 1 869,76 31 300 7 476 6,09 40 671,81","9,70","0,77","10,9",,2013-03
12,,"7 BZWBK 93,55 23 573 5 631 4,58 8 977,71","16,40","2,63","2,5",,2013-03
13,,"8 PKNORLEN 427,71 21 984 5 251 4,27 28 306,83","9,40","0,78","0,0",,2013-03
14,,"9 BRE 42,14 14 412 3 442 2,80 9 709,98","12,00","1,48","0,0",,2013-03
15,,"10 HANDLOWY 130,66 11 890 2 840 2,31 7 391,42","12,30","1,61","3,0",,2013-03
16,,"11 INGBSK 130,10 11 813 2 822 2,30 8 136,10","14,20","1,45","0,0",,2013-03
17,,"12 JSW 117,41 10 966 2 619 2,13 8 573,90","11,10","1,28","5,8",,2013-03
18,,"13 LPP 1,83 10 346 2 471 2,01 1 212,12","29,30","8,54","1,4",,2013-03
19,,"14 TPSA 1 335,65 8 909 2 128 1,73 12 958,00","10,40","0,69","22,1",,2013-03
20,,"15 SYNTHOS 1 323,25 8 336 1 991 1,62 2 928,11","14,20","2,85","7,9",,2013-03
21,,"16 TAURONPE 1 752,55 7 501 1 792 1,46 16 728,23","5,10","0,45","7,2",,2013-03
22,,"17 EUROCASH 137,99 7 334 1 752 1,43 783,55","29,30","9,36","0,3",,2013-03
23,,"18 ENEA 441,44 6 555 1 566 1,27 10 938,29","9,10","0,60","3,2",,2013-03
24,,"19 CYFRPLSAT 348,35 5 922 1 415 1,15 2 468,40","9,90","2,40","0,0",,2013-03
25,,"20 MILLENNIUM 1 213,12 5 823 1 391 1,13 4 824,17","12,30","1,21","0,0",,2013-03
26,,"21 AZOTYTARNOW 99,20 5 724 1 367 1,11 3 490,70","19,40","1,64","0,0",,2013-03
27,,"22 LOTOS 129,87 5 312 1 269 1,03 9 062,44","5,80","0,59","0,0",,2013-03
28,,"23 ZYWIEC 10,27 4 946 1 181 0,96 375,33","15,90","13,18","5,8",,2013-03
29,,"24 GETINOBLE 2 650,14 4 638 1 108 0,90 4 721,64","12,50","0,98","0,0",,2013-03
30,,"25 ALIOR 63,58 4 419 1 056 0,86 2 246,35","25,40","1,97","0,0",,2013-03
31,,"26 BOGDANKA 34,01 4 061 970 0,79 2 296,37","14,00","1,77","3,4",,2013-03
32,,"27 BANKBPH 76,67 3 754 897 0,73 4 766,85","14,40","0,79","0,0",,2013-03
33,,"28 ASSECOPOL 83,00 3 486 833 0,68 7 224,60","9,40","0,48","4,9",,2013-03
