nazwa,kategoria,URL,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07
MCLOGIC,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_MCLOGIC.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.83,17.94,19.2,19.79,19.61,17.93,17.06,18.34,17.65,18.42,18.07,15.5,16.4,20.26,16.54,17.75,19.66,19.48,18.72,17.85,17.82,16.74,16.39,16.6,15.74,17.03,17.15,16.03,16.38,16.17,16.39,16.27,16.86,16.37,16.29,15.86,16.99,17.66,19.4,25.8,26.23,26.1,25.97,25.93,25.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDIENERGIA,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_MDIENERGIA.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21,41.95,42.31,39.43,37.55,41.56,36.57,38.84,38.43,43.73,43.16,42.8,54.72,58.56,40.06,42.61,41.77,41.98,40.26,41.18,44.25,47.83,45.57,48.02,47.43,45.45,42.27,42.72,43.59,35.23,33.09,32.12,39.18,37.78,36.73,36.86,41.85,38.13,36.14,37.52,36.1,37.07,40.12,37.61
MEDIACAP,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_MEDIACAP.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.11,13.2,13.16,12.37,11.45,10.89,11.27,12.83,11.79,13.24,11.98,11.39,11.06,9.7,9.36,9.42,9.23,8.88,8.73,10.06,11.26,10.66,9.29,9.43,8.79,8.45,8.21,7.64,7.16,6.24,7.13,8.09,9.01,8.07,8.66,7.98
MEDIATEL,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_MEDIATEL.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.05,6.08,6.06,5.55,5.95,5.92,128.84,132.0,133.18,132.27,107.96,83.41,87.07,81.99,76.8,77.85,65.26,59.27,52.99,36.77,30.25,31.9,34.98,33.62,31.53,34.82,34.03,32.95,30.46,20.99,21.57,24.33,23.06,23.59,22.99,21.89,22.36,22.74,46.51,35.99,26.02,25.08,23.99,23.03,22.47,22.78,23.02,23.22,23.34,23.18,23.0,22.94,22.42,22.2,22.63,22.54,22.67,22.36,22.57,22.53,22.62,22.46,22.51,22.57,22.56,22.77,22.57
MEDICALG,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_MEDICALG.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,246.76,237.9,252.61,239.44,228.38,190.04,189.96,158.15,158.67,170.24,151.4,186.65,189.03,194.37,182.9,194.94,177.95,173.99,175.45,169.57,185.45,198.55,180.42,166.53,174.8,231.49,226.17,222.22,192.69,192.45,223.74,226.08,239.65,231.58,251.09,273.1,282.4,265.5,252.21,249.73,260.26,220.83,228.49,209.49,171.09,174.94,172.5,172.12,131.73,103.5,127.33,106.87,124.03,89.36,65.49,38.46,36.6,26.9,22.16,26.96,33.41,27.0,25.93,24.12,23.75,27.65
MEGARON,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_MEGARON.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.76,11.98,10.45,10.35,10.36,10.38,10.37,10.25,9.05,11.56,11.69,12.52,13.47,14.9,14.79,14.99,14.64,11.59,11.71,11.16,10.83,7.91,7.61,8.91,7.3,7.44,8.86,8.58,8.76,8.11,7.73,8.07,8.2,9.35,8.04,9.35,8.74,8.83,9.6,9.09,9.38,8.98,9.08,9.09,9.39,9.53,9.63,9.19,7.48,8.47,8.4,9.28,9.06,6.81,7.64,8.99,8.15,7.48,7.87,7.54,7.57,7.51,7.6,7.68,7.61,7.68,7.55
MENNICA,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_MENNICA.png,57,51,47,46,43,44,44,42,38,38,37,33,35,33,34,32,30,33,34,45,41,38,35,40,41,40,42,49,85,90,100,92,91,94,115,118,113,125,118,110,126,117,116,132,120,114,111,116,120,123,0,126,131,120,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,208,188,176,170,167,186,206,184,0,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,193,215,195,207,201,232,258,297,288,270,278,266,211,198,0,0,0,0,0,0,0,192.07,171.69,177.69,177.12,178.07,178.13,172.52,170.4,181.24,167.65,167.59,166.61,168.96,174.94,172.76,171.05,186.08,179.06,169.28,166.7,160.97,180.79,176.99,186.36,161.86,162.18,189.43,196.25,200.34,202.31,202.13,239.74,244.07,235.88,183.91,206.56,207.44,197.42,239.67,248.96,239.85,240.5,226.73,230.08,207.89,234.64,228.85,269.61,266.24,269.28,267.27,271.42,258.09,246.22,255.82,254.78,235.85,234.95,232.42,238.02,235.37,260.91,285.33,262.18,255.0,252.56,247.88
MERCATOR,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_MERCATOR.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.5,29.98,29.01,26.02,26.9,26.51,20.76,20.72,23.56,24.16,23.79,25.03,28.71,29.47,35.72,38.57,39.13,36.68,35.81,34.7,37.4,37.07,34.46,33.58,27.83,30.52,31.18,31.77,30.45,28.65,27.68,32.11,34.88,42.22,43.48,45.45,53.06,50.76,47.68,47.71,48.97,45.45,48.29,45.22,39.56,41.83,40.26,42.98,47.73,45.24,41.76,43.91,43.76,43.22,43.07,39.2,35.33,35.2,29.86,26.61,33.15,34.99,25.97,16.9,14.56,17.41,17.27
MERCOR,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_MERCOR.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.84,74.15,67.12,60.93,63.93,69.81,28.62,24.2,28.84,26.44,24.49,29.0,33.12,34.45,36.53,38.82,39.39,38.27,42.12,37.46,36.57,35.61,34.04,32.85,25.92,31.79,34.12,32.54,35.34,31.81,32.12,32.79,35.84,40.53,40.57,38.12,41.4,41.72,45.64,42.7,40.59,39.46,39.97,38.84,36.16,36.48,39.65,42.99,41.52,41.79,39.25,38.77,41.14,37.52,36.6,38.82,36.29,35.36,32.04,30.03,32.49,31.88,31.45,27.0,23.64,29.09,26.86
MEWA,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_MEWA.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,3.13,2.71,2.69,2.31,1.88,1.67,1.44,1.46,1.24,1.87,1.41,1.44,1.26,1.27,1.08,1.05,1.03,1.05,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEXPOLSKA,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_MEXPOLSKA.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43,4.03,4.1,4.09,3.67,3.18,2.37,2.56,3.01,3.02,2.81,2.17,3.1,3.02,4.77,4.4,5.18,4.7,6.71,8.04,7.42,7.01,8.36,7.95,7.53,7.83,8.23,9.13,11.84,11.38,11.41,11.25,11.47,11.96,11.05,11.52,13.59,13.99,12.93,14.16,13.72,13.15,12.88,8.89,8.43,8.66,8.02,7.63,9.68,8.97,9.25,9.66,8.7,7.91,7.69,5.0,5.4,6.49,6.66,6.87,6.54,5.81,7.02,6.79,6.32,6.92,6.25
MFO,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_MFO.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.66,18.84,17.83,16.28,15.69,16.46,15.82,16.29,15.51,14.8,15.49,14.85,15.19,16.7,17.93,18.53,19.22,18.8,18.66,17.09,17.9,16.86,17.18,17.93,16.46,16.78,19.29,20.07,21.16,22.05,26.53,28.44,28.85,30.31,31.16,36.35,44.93,46.62,46.68,49.18,67.16,60.62,54.76,51.5,54.46,52.08,54.99,53.86,54.15,52.19,48.66,46.81,48.34,43.93,41.09,48.92,42.39,40.88,32.34,36.14,38.29,36.62,38.4,38.19,35.72,34.65,32.03
MIDAS,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_MIDAS.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,501,452,437,504,484,480,423,348,398,490,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,198,220,202,241,247,249,236,262,317,279,261,283,280,279,284,267,273,0,0,244.47,248.97,241.21,221.98,203.62,184.92,184.78,182.64,198.45,214.68,219.4,188.66,200.43,228.22,220.74,220.1,218.54,211.66,224.69,209.66,209.46,218.56,211.68,226.71,233.26,274.96,280.79,268.55,270.13,267.48,270.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIESZKO,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_MIESZKO.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.55,43.32,37.91,36.2,35.52,34.37,32.88,35.79,36.02,38.1,38.6,37.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MILLENNIUM,banki,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_MILLENNIUM.png,874,767,757,740,852,674,618,637,623,681,672,697,547,537,536,534,526,516,521,590,529,459,443,459,442,517,592,561,557,535,512,556,558,549,631,699,665,745,703,572,647,696,800,868,1084,983,1002,1155,1320,1452,1554,1512,1226,1260,1307,1251,1364,1514,1724,1762,2376,2126,2456,2444,2902,2925,2913,2777,2653,3181,3016,2739,1827,1807,1997,1917,2174,1722,1962,1761,1567,912,723,586,402,252,325,519,459,555,835,1036,915,961,922,992,893,826,1373,1511,1410,1252,1413,1339,1527,1537,1483,1501,1539,1708,1763,1676,1711,1643,1611,1464,1265,1243,971,1044,1205,1276,1283,1207,940,1050,1030,1018,1144,1241,1267,1316,1324,1395,1391,1414,1456,1460,1773,1891,2057,2225,2178,2104,2324.99,2650.65,2602.88,2568.13,2416.27,2265.36,2185.01,2312.26,2553.78,2409.33,2233.94,2334.11,2159.23,2061.08,1972.91,2204.46,2097.2,1894.41,1798.27,1704.62,1682.9,1740.66,1505.05,1589.92,1475.25,1630.88,1656.94,1376.1,1262.39,1282.88,1271.88,1612.66,1578.29,1617.79,1448.61,1423.16,1647.07,1916.66,1854.26,1990.7,2022.97,2138.35,2198.41,2120.63,1973.49,2277.91,2368.25,2600.22,2804.13,2427.45,2366.12,2457.62,2252.39,2230.65,2606.08,2536.21,2627.08,2473.12,2604.14,2504.21,2499.81,2433.55,2521.39,2726.69,2705.18,2670.45,2138.67
MIRACULUM,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_MIRACULUM.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.74,5.85,5.19,5.8,5.88,5.68,5.34,4.37,3.42,2.82,2.33,1.94,1.93,2.11,1.84,2.14,2.75,3.09,5.12,4.74,3.94,4.13,3.99,4.73,4.7,4.01,4.27,6.2,5.59,7.28,7.54,6.87,7.18,6.52,4.46,4.16,4.57,6.13,5.32,4.78,4.96,4.55,5.01,9.78,10.05,10.62,14.51,11.65,10.9,9.63,8.67,8.53,7.87,8.6,8.88,8.5,11.8,10.94,11.33,11.35,11.62,11.31,11.3,10.23,9.73,10.7,10.35
MIRBUD,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_MIRBUD.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.61,31.19,28.23,24.29,26.07,26.86,25.36,27.02,30.62,31.2,30.38,26.01,26.07,29.62,28.04,29.04,26.76,23.6,23.26,22.79,22.58,22.24,16.45,13.22,13.75,15.52,18.55,19.28,16.19,14.35,15.11,14.77,13.77,13.35,13.01,15.1,19.62,25.61,28.34,26.02,24.51,24.79,26.17,24.78,24.31,22.52,23.15,22.75,23.66,23.89,27.24,24.63,22.54,21.94,21.6,20.36,19.7,18.66,19.42,19.97,20.24,19.51,21.06,21.44,20.47,20.37,21.09
MISPOL,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_MISPOL.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIT,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_MIT.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.74,24.18,19.9,17.87,15.42,13.05,10.35,11.75,10.32,8.35,5.73,5.18,5.69,5.0,5.07,5.54,7.73,7.23,6.93,7.92,5.65,5.24,4.12,3.76,4.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MITEX,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_MITEX.png,85,84,86,90,86,80,80,77,56,52,77,73,70,67,66,70,61,61,57,75,54,59,55,61,56,54,55,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLPGROUP,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_MLPGROUP.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.71,119.73,121.15,120.3,122.45,114.31,108.75,113.94,119.29,119.12,119.56,146.54,138.73,139.95,144.85,142.84,150.43,142.51,137.96,139.02,141.75,143.2,161.64,166.09,152.97,157.41,169.74,164.37,158.36,160.85,157.15,164.23,182.73,184.12,179.48,184.82,197.58,196.05,199.17,214.72,216.95,203.14,176.68,203.88,195.04,198.19,202.0,191.52,207.82,207.24,188.48,184.55,183.67,169.44,176.14,181.33,173.86,184.0,185.76,170.3,190.44,184.83,184.45,206.84,194.15,187.44,185.73
