,nazwa,okres,mln_EUR
2799,SWIECIE,2011-07,992
2800,LPP,2011-07,981
2801,EUROCASH,2011-07,928
2802,ASSECOPOL,2011-07,923
2803,BOGDANKA,2011-07,908
2804,GTC,2011-07,902
2805,BNPPL,2011-07,725
2806,BGZ,2011-07,598
2807,NETIA,2011-07,565
2808,CCC,2011-07,536
2809,BUDIMEX,2011-07,522
2810,STALPROD,2011-07,516
2811,GPW,2011-07,510
2812,PULAWY,2011-07,504
2813,PBG,2011-07,499
2814,NORDEABP,2011-07,498
2815,ECHO,2011-07,478
2816,KRUSZWICA,2011-07,455
2817,FAMUR,2011-07,452
2818,TUEUROPA,2011-07,445
2819,ALCHEMIA,2011-07,436
2820,CERSANIT,2011-07,431
2821,KOPEX,2011-07,408
2822,AMREST,2011-07,404
2823,ORBIS,2011-07,402
2824,NFIEMF,2011-07,401
2825,EMPERIA,2011-07,392
2826,POLIMEXMS,2011-07,375
2827,KOGENERA,2011-07,323
2828,INTERCARS,2011-07,307
2829,AZOTYTARNOW,2011-07,292
2830,BOS,2011-07,286
2831,DOMDEV,2011-07,277
2832,KETY,2011-07,267
2833,CIECH,2011-07,248
2834,BORYSZEW,2011-07,247
2835,MMPPL,2011-07,246
2836,OPENFIN,2011-07,245
2837,IMPEXMET,2011-07,237
2838,RAFAKO,2011-07,214
2845,PKOBP,2011-08,10933
2846,PEKAO,2011-08,9363
2847,PGE,2011-08,9312
2848,KGHM,2011-08,8435
2849,PZU,2011-08,7397
2850,PGNIG,2011-08,5794
2851,TPSA,2011-08,5575
2852,PKNORLEN,2011-08,4086
2853,BZWBK,2011-08,3916
2854,JSW,2011-08,3003
2855,BRE,2011-08,2794
2856,INGBSK,2011-08,2511
2857,TAURONPE,2011-08,2258
2858,HANDLOWY,2011-08,2049
2859,ENEA,2011-08,1863
2860,GETIN,2011-08,1729
2861,SYNTHOS,2011-08,1657
2862,MILLENNIUM,2011-08,1464
2863,ZYWIEC,2011-08,1361
2864,CYFRPLSAT,2011-08,1261
2865,TVN,2011-08,1209
2866,GETINOBLE,2011-08,1185
2867,LOTOS,2011-08,966
2868,KREDYTB,2011-08,950
2869,SWIECIE,2011-08,941
2870,LPP,2011-08,884
2871,BOGDANKA,2011-08,864
2872,BANKBPH,2011-08,838
2873,EUROCASH,2011-08,825
2874,ASSECOPOL,2011-08,795
2875,BNPPL,2011-08,669
2876,GTC,2011-08,640
2877,AZOTYTARNOW,2011-08,503
2878,BGZ,2011-08,502
2879,NORDEABP,2011-08,489
2880,NETIA,2011-08,480
2881,GPW,2011-08,480
2882,PULAWY,2011-08,470
2883,BUDIMEX,2011-08,446
2884,KRUSZWICA,2011-08,438
2885,CCC,2011-08,410
2886,STALPROD,2011-08,411
2887,ECHO,2011-08,385
2888,EMPERIA,2011-08,383
2889,AMREST,2011-08,379
2890,TUEUROPA,2011-08,373
2891,BORYSZEW,2011-08,370
2892,ORBIS,2011-08,367
2893,ALCHEMIA,2011-08,363
2894,KOPEX,2011-08,360
2895,CERSANIT,2011-08,359
2896,FAMUR,2011-08,347
2897,PBG,2011-08,328
2898,INTERCARS,2011-08,289
2899,KOGENERA,2011-08,258
2900,POLICE,2011-08,252
2901,NFIEMF,2011-08,237
2902,KETY,2011-08,237
2903,POLIMEXMS,2011-08,236
2904,MMPPL,2011-08,232
2905,BOS,2011-08,224
2906,IMPEXMET,2011-08,196
2907,DOMDEV,2011-08,184
2908,CIECH,2011-08,183
2909,RAFAKO,2011-08,183
2916,PKOBP,2011-09,9323
2917,PGE,2011-09,8240
2918,PEKAO,2011-09,7982
2919,PZU,2011-09,6166
2920,KGHM,2011-09,5939
2921,PGNIG,2011-09,5417
2922,TPSA,2011-09,5268
2923,BZWBK,2011-09,3727
2924,PKNORLEN,2011-09,3538
2925,BRE,2011-09,2310
2926,JSW,2011-09,2297
2927,INGBSK,2011-09,2182
2928,HANDLOWY,2011-09,2059
2929,TAURONPE,2011-09,2026
2930,ENEA,2011-09,1611
2931,ZYWIEC,2011-09,1281
2932,MILLENNIUM,2011-09,1265
2933,GETIN,2011-09,1206
2934,CYFRPLSAT,2011-09,1180
2935,SYNTHOS,2011-09,1131
2936,TVN,2011-09,1118
2937,GETINOBLE,2011-09,1049
2938,SWIECIE,2011-09,844
2939,BANKBPH,2011-09,817
2940,LPP,2011-09,796
2941,BOGDANKA,2011-09,794
2942,KREDYTB,2011-09,770
2943,LOTOS,2011-09,743
2944,EUROCASH,2011-09,736
2945,ASSECOPOL,2011-09,712
2946,BNPPL,2011-09,606
2947,GTC,2011-09,586
2948,AZOTYTARNOW,2011-09,458
2949,NETIA,2011-09,439
2950,STALPROD,2011-09,433
2951,NORDEABP,2011-09,428
2952,BUDIMEX,2011-09,422
2953,GPW,2011-09,404
2954,KRUSZWICA,2011-09,396
2955,BGZ,2011-09,390
2956,ORBIS,2011-09,386
2957,PULAWY,2011-09,376
2958,CCC,2011-09,369
2959,ECHO,2011-09,345
2960,TUEUROPA,2011-09,343
2961,EMPERIA,2011-09,335
2962,AMREST,2011-09,325
2963,KOPEX,2011-09,312
2964,FAMUR,2011-09,274
2965,ALCHEMIA,2011-09,272
2966,INTERCARS,2011-09,257
2967,KOGENERA,2011-09,254
2968,CERSANIT,2011-09,233
2969,BORYSZEW,2011-09,225
2970,MMPPL,2011-09,218
2971,NFIEMF,2011-09,204
2972,BOS,2011-09,202
2973,KETY,2011-09,202
2974,POLICE,2011-09,185
2975,PBG,2011-09,182
2976,DEBICA,2011-09,172
2977,KRUK,2011-09,165
2978,CELTIC,2011-09,163
2979,CIECH,2011-09,162
2980,IMPEXMET,2011-09,161
2987,PKOBP,2011-10,10447
2988,PEKAO,2011-10,8940
2989,PGE,2011-10,8438
2990,KGHM,2011-10,7114
2991,PZU,2011-10,6710
2992,PGNIG,2011-10,5393
2993,TPSA,2011-10,5197
2994,BZWBK,2011-10,3887
2995,PKNORLEN,2011-10,3885
2996,BRE,2011-10,2662
2997,JSW,2011-10,2555
2998,INGBSK,2011-10,2318
2999,HANDLOWY,2011-10,2256
3000,TAURONPE,2011-10,2235
3001,ENEA,2011-10,1931
3002,GETIN,2011-10,1444
3003,ZYWIEC,2011-10,1301
3004,SYNTHOS,2011-10,1292
3005,MILLENNIUM,2011-10,1243
3006,CYFRPLSAT,2011-10,1186
3007,GETINOBLE,2011-10,1083
3008,TVN,2011-10,1008
3009,KREDYTB,2011-10,904
3010,ASSECOPOL,2011-10,887
3011,LOTOS,2011-10,858
3012,BOGDANKA,2011-10,854
3013,LPP,2011-10,849
3014,BANKBPH,2011-10,847
3015,SWIECIE,2011-10,830
3016,EUROCASH,2011-10,804
3017,BNPPL,2011-10,592
3018,GTC,2011-10,576
3019,NETIA,2011-10,486
3020,STALPROD,2011-10,475
3021,BUDIMEX,2011-10,470
3022,AZOTYTARNOW,2011-10,458
3023,BGZ,2011-10,444
3024,GPW,2011-10,434
3025,ORBIS,2011-10,434
3026,BORYSZEW,2011-10,421
3027,PULAWY,2011-10,418
3028,NORDEABP,2011-10,396
3029,EMPERIA,2011-10,393
3030,CCC,2011-10,389
3031,KRUSZWICA,2011-10,370
3032,ECHO,2011-10,362
3033,TUEUROPA,2011-10,327
3034,AMREST,2011-10,327
3035,KOPEX,2011-10,313
3036,FAMUR,2011-10,299
3037,PBG,2011-10,286
3038,INTERCARS,2011-10,272
3039,ALCHEMIA,2011-10,264
3040,KOGENERA,2011-10,264
3041,NFIEMF,2011-10,230
3042,CERSANIT,2011-10,226
3043,KETY,2011-10,225
3044,MMPPL,2011-10,221
3045,BOS,2011-10,198
3046,POLICE,2011-10,197
3047,POLIMEXMS,2011-10,194
3048,DEBICA,2011-10,184
3049,AGORA,2011-10,173
3050,IMPEXMET,2011-10,170
3051,CIECH,2011-10,167
3052,WAWEL,2011-10,166
3059,PKOBP,2011-11,9183
3060,PGE,2011-11,8791
3061,PEKAO,2011-11,8437
3062,PZU,2011-11,6063
3063,KGHM,2011-11,5825
3064,TPSA,2011-11,5431
3065,PGNIG,2011-11,5343
3066,PKNORLEN,2011-11,3778
3067,BZWBK,2011-11,3662
3068,BRE,2011-11,2499
3069,JSW,2011-11,2386
3070,INGBSK,2011-11,2185
3071,TAURONPE,2011-11,2088
3072,HANDLOWY,2011-11,2056
3073,ENEA,2011-11,1834
3074,SYNTHOS,2011-11,1236
3075,ZYWIEC,2011-11,1184
3076,GETIN,2011-11,1078
3077,CYFRPLSAT,2011-11,988
3078,MILLENNIUM,2011-11,971
3079,ASSECOPOL,2011-11,844
3080,BOGDANKA,2011-11,837
3081,GETINOBLE,2011-11,809
3082,LPP,2011-11,789
3083,TVN,2011-11,742
3084,LOTOS,2011-11,714
3085,EUROCASH,2011-11,710
3086,BANKBPH,2011-11,706
3087,SWIECIE,2011-11,680
3088,KREDYTB,2011-11,604
3089,GTC,2011-11,471
3090,BNPPL,2011-11,468
3091,NETIA,2011-11,448
3092,BGZ,2011-11,434
3093,NORDEABP,2011-11,410
3094,BUDIMEX,2011-11,410
3095,STALPROD,2011-11,409
3096,AZOTYTARNOW,2011-11,406
3097,ORBIS,2011-11,405
3098,BORYSZEW,2011-11,392
3099,PULAWY,2011-11,387
3100,EMPERIA,2011-11,387
3101,CCC,2011-11,376
3102,GPW,2011-11,359
3103,KOPEX,2011-11,336
3104,ECHO,2011-11,323
3105,AMREST,2011-11,317
3106,TUEUROPA,2011-11,314
3107,KRUSZWICA,2011-11,298
3108,FAMUR,2011-11,277
3109,INTERCARS,2011-11,265
3110,KOGENERA,2011-11,238
3111,ALCHEMIA,2011-11,237
3112,PBG,2011-11,231
3113,KETY,2011-11,197
3114,CIECH,2011-11,189
3115,BOS,2011-11,180
3116,NFIEMF,2011-11,179
3117,CERSANIT,2011-11,174
3118,DOMDEV,2011-11,167
3119,DEBICA,2011-11,165
3120,POLICE,2011-11,165
3121,WAWEL,2011-11,165
3122,IMPEXMET,2011-11,164
3123,KRUK,2011-11,163
3130,PKOBP,2011-12,9090
3131,PGE,2011-12,8763
3132,PEKAO,2011-12,8388
3133,PZU,2011-12,6041
3134,PGNIG,2011-12,5450
3135,TPSA,2011-12,5210
3136,KGHM,2011-12,5008
3137,BZWBK,2011-12,3739
3138,PKNORLEN,2011-12,3283
3139,BRE,2011-12,2345
3140,INGBSK,2011-12,2315
3141,JSW,2011-12,2270
3142,TAURONPE,2011-12,2123
3143,HANDLOWY,2011-12,2009
3144,ENEA,2011-12,1799
3145,SYNTHOS,2011-12,1318
3146,ZYWIEC,2011-12,1198
3147,GETIN,2011-12,1168
3148,CYFRPLSAT,2011-12,1065
3149,MILLENNIUM,2011-12,1044
3150,EUROCASH,2011-12,885
3151,ASSECOPOL,2011-12,852
3152,LPP,2011-12,811
3153,TVN,2011-12,802
3154,BOGDANKA,2011-12,800
3155,GETINOBLE,2011-12,786
3156,LOTOS,2011-12,685
3157,SWIECIE,2011-12,657
3158,KREDYTB,2011-12,603
3159,BANKBPH,2011-12,550
3160,NORDEABP,2011-12,489
3161,NETIA,2011-12,470
3162,BNPPL,2011-12,463
3163,GTC,2011-12,462
3164,BGZ,2011-12,457
3165,BUDIMEX,2011-12,442
3166,CCC,2011-12,409
3167,TUEUROPA,2011-12,401
3168,AZOTYTARNOW,2011-12,396
3169,ORBIS,2011-12,395
3170,EMPERIA,2011-12,383
3171,KOPEX,2011-12,353
3172,STALPROD,2011-12,350
3173,PULAWY,2011-12,348
3174,GPW,2011-12,335
3175,BORYSZEW,2011-12,322
3176,ECHO,2011-12,313
3177,FAMUR,2011-12,313
3178,AMREST,2011-12,307
3179,KRUSZWICA,2011-12,270
3180,INTERCARS,2011-12,253
3181,KOGENERA,2011-12,234
3182,PBG,2011-12,230
3183,KETY,2011-12,218
3184,ALCHEMIA,2011-12,218
3185,CIECH,2011-12,208
3186,CERSANIT,2011-12,201
3187,POLIMEXMS,2011-12,196
3188,NFIEMF,2011-12,189
3189,POLICE,2011-12,169
3190,DEBICA,2011-12,169
3191,KRUK,2011-12,167
3192,BOS,2011-12,167
3193,WAWEL,2011-12,166
3194,DOMDEV,2011-12,164
3201,PKOBP,2012-01,10306
3202,PEKAO,2012-01,9783
3203,PGE,2012-01,9064
3204,PZU,2012-01,6825
3205,KGHM,2012-01,6605
3206,TPSA,2012-01,5466
3207,PGNIG,2012-01,5430
3208,BZWBK,2012-01,3959
3209,PKNORLEN,2012-01,3716
3210,JSW,2012-01,2989
3211,BRE,2012-01,2938
3212,INGBSK,2012-01,2530
3213,HANDLOWY,2012-01,2312
3214,TAURONPE,2012-01,2239
3215,ENEA,2012-01,1885
3216,SYNTHOS,2012-01,1618
3217,ZYWIEC,2012-01,1356
3218,MILLENNIUM,2012-01,1205
3219,CYFRPLSAT,2012-01,1086
3220,BOGDANKA,2012-01,996
3221,GETBANK,2012-01,977
3222,EUROCASH,2012-01,973
3223,GETINOBLE,2012-01,936
3224,TVN,2012-01,915
3225,ASSECOPOL,2012-01,859
3226,LPP,2012-01,848
3227,LOTOS,2012-01,802
3228,SWIECIE,2012-01,729
3229,KREDYTB,2012-01,707
3230,BANKBPH,2012-01,665
3231,GTC,2012-01,549
3232,NETIA,2012-01,525
3233,BUDIMEX,2012-01,513
3234,BNPPL,2012-01,498
3235,NORDEABP,2012-01,486
3236,BGZ,2012-01,477
3237,AZOTYTARNOW,2012-01,456
3238,CCC,2012-01,453
3239,STALPROD,2012-01,445
3240,ORBIS,2012-01,441
3241,GETIN,2012-01,423
3242,PULAWY,2012-01,421
3243,TUEUROPA,2012-01,420
3244,KOPEX,2012-01,415
3245,EMPERIA,2012-01,411
3246,BORYSZEW,2012-01,400
3247,GPW,2012-01,398
3248,ECHO,2012-01,392
3249,FAMUR,2012-01,353
3250,AMREST,2012-01,319
3251,INTERCARS,2012-01,288
3252,ROVESE,2012-01,280
3253,PBG,2012-01,277
3254,KRUSZWICA,2012-01,272
3255,ALCHEMIA,2012-01,247
3256,KOGENERA,2012-01,243
3257,CIECH,2012-01,243
3258,KETY,2012-01,234
3259,NFIEMF,2012-01,231
3260,POLIMEXMS,2012-01,222
3261,DOMDEV,2012-01,195
3262,BOS,2012-01,188
3263,POLICE,2012-01,185
3264,WAWEL,2012-01,184
3265,IMPEXMET,2012-01,184
3266,INTEGERPL,2012-01,181
3273,PKOBP,2012-02,10274
3274,PEKAO,2012-02,9794
3275,PGE,2012-02,8973
3276,KGHM,2012-02,7122
3277,PZU,2012-02,6991
3278,TPSA,2012-02,5486
3279,PGNIG,2012-02,5192
3280,BZWBK,2012-02,4063
3281,PKNORLEN,2012-02,3673
3282,BRE,2012-02,3069
3283,JSW,2012-02,2991
3284,INGBSK,2012-02,2752
3285,HANDLOWY,2012-02,2437
3286,TAURONPE,2012-02,2161
3287,ENEA,2012-02,1781
3288,SYNTHOS,2012-02,1663
3289,ZYWIEC,2012-02,1428
3290,MILLENNIUM,2012-02,1276
3291,CYFRPLSAT,2012-02,1196
3292,BOGDANKA,2012-02,1061
3293,EUROCASH,2012-02,1060
3294,LPP,2012-02,1040
3295,ASSECOPOL,2012-02,1007
3296,GETINOBLE,2012-02,998
3297,GETBANK,2012-02,977
3298,KREDYTB,2012-02,933
3299,TVN,2012-02,901
3300,LOTOS,2012-02,879
3301,SWIECIE,2012-02,870
3302,BANKBPH,2012-02,788
3303,NETIA,2012-02,546
3304,BUDIMEX,2012-02,531
3305,BGZ,2012-02,521
3306,ORBIS,2012-02,511
3307,BNPPL,2012-02,507
3308,CCC,2012-02,497
3309,NORDEABP,2012-02,495
3310,AZOTYTARNOW,2012-02,488
3311,GTC,2012-02,465
3312,STALPROD,2012-02,455
3313,KOPEX,2012-02,446
3314,FAMUR,2012-02,437
3315,BORYSZEW,2012-02,436
3316,TUEUROPA,2012-02,432
3317,GPW,2012-02,425
3318,GETIN,2012-02,416
3319,PULAWY,2012-02,415
3320,ECHO,2012-02,411
3321,EMPERIA,2012-02,405
3322,AMREST,2012-02,359
3323,KRUSZWICA,2012-02,358
3324,INTERCARS,2012-02,312
3325,ALCHEMIA,2012-02,308
3326,KOGENERA,2012-02,285
3327,ROVESE,2012-02,284
3328,KETY,2012-02,275
3329,NFIEMF,2012-02,246
3330,DOMDEV,2012-02,237
3331,CIECH,2012-02,233
3332,POLIMEXMS,2012-02,224
3333,PBG,2012-02,222
3334,BOS,2012-02,214
3335,WAWEL,2012-02,210
3336,IMPEXMET,2012-02,198
3337,POLICE,2012-02,198
3338,INTEGERPL,2012-02,197
3339,KRUK,2012-02,192
3340,DEBICA,2012-02,190
3341,OPENFIN,2012-02,187
3348,PKOBP,2012-03,10092
3349,PEKAO,2012-03,9773
3350,PGE,2012-03,8667
3351,KGHM,2012-03,6877
3352,PZU,2012-03,6744
3353,PGNIG,2012-03,5728
3354,TPSA,2012-03,5485
3355,BZWBK,2012-03,4127
3356,PKNORLEN,2012-03,3839
3357,BRE,2012-03,2885
3358,INGBSK,2012-03,2762
3359,JSW,2012-03,2705
3360,HANDLOWY,2012-03,2405
3361,TAURONPE,2012-03,2139
3362,SYNTHOS,2012-03,1997
3363,ENEA,2012-03,1809
3364,ZYWIEC,2012-03,1432
3365,MILLENNIUM,2012-03,1283
3366,CYFRPLSAT,2012-03,1171
3367,EUROCASH,2012-03,1154
3368,LPP,2012-03,1127
3369,GETINOBLE,2012-03,1068
3370,GETBANK,2012-03,1058
3371,BOGDANKA,2012-03,1040
3372,ASSECOPOL,2012-03,929
3373,KREDYTB,2012-03,914
3374,TVN,2012-03,892
3375,LOTOS,2012-03,850
3376,SWIECIE,2012-03,840
3377,BANKBPH,2012-03,781
3378,NETIA,2012-03,587
3379,CCC,2012-03,530
3380,BUDIMEX,2012-03,526
3381,AZOTYTARNOW,2012-03,523
3382,BNPPL,2012-03,499
3383,ORBIS,2012-03,484
3384,BGZ,2012-03,470
3385,PULAWY,2012-03,456
3386,TUEUROPA,2012-03,436
3387,ECHO,2012-03,434
3388,NORDEABP,2012-03,427
3389,FAMUR,2012-03,426
3390,GETIN,2012-03,419
3391,GPW,2012-03,414
3392,BORYSZEW,2012-03,407
3393,KOPEX,2012-03,403
3394,EMPERIA,2012-03,392
3395,STALPROD,2012-03,388
3396,AMREST,2012-03,361
3397,GTC,2012-03,353
3398,INTERCARS,2012-03,315
3399,KOGENERA,2012-03,313
3400,ALCHEMIA,2012-03,303
3401,KRUSZWICA,2012-03,264
3402,KETY,2012-03,264
3403,NFIEMF,2012-03,250
3404,ROVESE,2012-03,224
3405,INTEGERPL,2012-03,218
3406,DOMDEV,2012-03,218
3407,IMPEXMET,2012-03,211
3408,CIECH,2012-03,209
3409,KRUK,2012-03,204
3410,BOS,2012-03,201
3411,WAWEL,2012-03,197
3412,MENNICA,2012-03,193
3413,POLICE,2012-03,191
3414,APATOR,2012-03,187
3415,DEBICA,2012-03,185
3416,OPENFIN,2012-03,185
3423,PKOBP,2012-04,10127
3424,PEKAO,2012-04,9352
3425,PGE,2012-04,8461
3426,KGHM,2012-04,6654
3427,PZU,2012-04,6598
3428,PGNIG,2012-04,5770
3429,TPSA,2012-04,5282
3430,BZWBK,2012-04,4099
3431,PKNORLEN,2012-04,3772
3432,BRE,2012-04,2915
3433,JSW,2012-04,2644
3434,INGBSK,2012-04,2524
3435,HANDLOWY,2012-04,2374
3436,TAURONPE,2012-04,1962
3437,SYNTHOS,2012-04,1935
3438,ENEA,2012-04,1762
3439,ZYWIEC,2012-04,1416
3440,EUROCASH,2012-04,1267
3441,LPP,2012-04,1211
3442,MILLENNIUM,2012-04,1207
3443,CYFRPLSAT,2012-04,1161
3444,BOGDANKA,2012-04,1035
3445,GETBANK,2012-04,1023
3446,GETINOBLE,2012-04,1006
3447,KREDYTB,2012-04,888
3448,LOTOS,2012-04,883
3449,ASSECOPOL,2012-04,871
3450,SWIECIE,2012-04,849
3451,BANKBPH,2012-04,798
3452,TVN,2012-04,790
3453,BGZ,2012-04,737
3454,NETIA,2012-04,558
3455,CCC,2012-04,532
3456,AZOTYTARNOW,2012-04,519
3457,BUDIMEX,2012-04,485
3458,NORDEABP,2012-04,451
3459,BNPPL,2012-04,445
3460,PULAWY,2012-04,440
3461,TUEUROPA,2012-04,426
3462,FAMUR,2012-04,426
3463,ORBIS,2012-04,423
3464,GETIN,2012-04,402
3465,EMPERIA,2012-04,396
3466,ECHO,2012-04,391
3467,GPW,2012-04,388
3468,GTC,2012-04,379
3469,BORYSZEW,2012-04,379
3470,AMREST,2012-04,356
3471,STALPROD,2012-04,353
3472,KOPEX,2012-04,343
3473,INTERCARS,2012-04,340
3474,KOGENERA,2012-04,283
3475,ROVESE,2012-04,272
3476,KETY,2012-04,265
3477,KRUSZWICA,2012-04,262
3478,NFIEMF,2012-04,260
3479,ALCHEMIA,2012-04,237
3480,CIECH,2012-04,217
3481,DOMDEV,2012-04,215
3482,WAWEL,2012-04,202
3483,APATOR,2012-04,202
3484,INTEGERPL,2012-04,196
3485,KRUK,2012-04,196
3486,MENNICA,2012-04,193
3487,OPENFIN,2012-04,191
3488,IMPEXMET,2012-04,189
3489,BOS,2012-04,184
3490,DEBICA,2012-04,171
3491,POLICE,2012-04,167
3498,PKOBP,2012-05,9114
3499,PEKAO,2012-05,8429
3500,PGE,2012-05,7881
3501,KGHM,2012-05,5833
3502,PZU,2012-05,5824
3503,PGNIG,2012-05,5176
3504,TPSA,2012-05,4884
3505,BZWBK,2012-05,3813
3506,PKNORLEN,2012-05,3240
3507,BRE,2012-05,2597
3508,JSW,2012-05,2408
3509,INGBSK,2012-05,2297
3510,HANDLOWY,2012-05,2149
3511,TAURONPE,2012-05,1713
3512,SYNTHOS,2012-05,1613
3513,ENEA,2012-05,1609
3514,EUROCASH,2012-05,1205
3515,ZYWIEC,2012-05,1189
3516,LPP,2012-05,1176
3517,CYFRPLSAT,2012-05,1079
3518,MILLENNIUM,2012-05,940
3519,BOGDANKA,2012-05,904
3520,ASSECOPOL,2012-05,864
3521,SWIECIE,2012-05,809
3522,KREDYTB,2012-05,792
3523,GETBANK,2012-05,788
3524,GETINOBLE,2012-05,771
3525,BANKBPH,2012-05,700
3526,BGZ,2012-05,698
3527,LOTOS,2012-05,689
3528,TVN,2012-05,627
3529,AZOTYTARNOW,2012-05,554
3530,NETIA,2012-05,509
3531,CCC,2012-05,465
3532,FAMUR,2012-05,454
3533,PULAWY,2012-05,436
3534,ORBIS,2012-05,419
3535,TUEUROPA,2012-05,415
3536,BUDIMEX,2012-05,405
3537,NORDEABP,2012-05,395
3538,BNPPL,2012-05,373
3539,GPW,2012-05,363
3540,ECHO,2012-05,359
3541,AMREST,2012-05,320
3542,INTERCARS,2012-05,316
3543,BORYSZEW,2012-05,309
3544,GETIN,2012-05,295
3545,GTC,2012-05,289
3546,KOPEX,2012-05,288
3547,STALPROD,2012-05,283
3548,KETY,2012-05,251
3549,NFIEMF,2012-05,250
3550,KOGENERA,2012-05,250
3551,ALCHEMIA,2012-05,236
3552,ROVESE,2012-05,222
3553,CIECH,2012-05,219
3554,MENNICA,2012-05,215
3555,OPENFIN,2012-05,193
3556,KRUSZWICA,2012-05,191
3557,WAWEL,2012-05,190
3558,APATOR,2012-05,187
3559,MIDAS,2012-05,185
3560,INTEGERPL,2012-05,180
3561,KRUK,2012-05,178
3562,DEBICA,2012-05,175
3563,DOMDEV,2012-05,168
3564,EMPERIA,2012-05,167
3565,IMPEXMET,2012-05,161
3566,BOS,2012-05,150
3573,PKOBP,2012-06,10149
3574,PEKAO,2012-06,9328
3575,PGE,2012-06,8530
3576,KGHM,2012-06,6805
3577,PZU,2012-06,6768
3578,PGNIG,2012-06,5746
3579,TPSA,2012-06,4880
3580,BZWBK,2012-06,3944
3581,PKNORLEN,2012-06,3755
3582,BRE,2012-06,2933
3583,JSW,2012-06,2755
3584,INGBSK,2012-06,2491
3585,HANDLOWY,2012-06,2477
3586,TAURONPE,2012-06,1880
3587,SYNTHOS,2012-06,1841
3588,ENEA,2012-06,1644
3589,LPP,2012-06,1353
3590,EUROCASH,2012-06,1325
3591,ZYWIEC,2012-06,1232
3592,CYFRPLSAT,2012-06,1194
3593,MILLENNIUM,2012-06,1050
3594,GETINOBLE,2012-06,1004
3595,BOGDANKA,2012-06,974
3596,ASSECOPOL,2012-06,888
3597,KREDYTB,2012-06,857
3598,LOTOS,2012-06,850
3599,SWIECIE,2012-06,833
3600,BGZ,2012-06,723
3601,BANKBPH,2012-06,722
3602,TVN,2012-06,706
3603,AZOTYTARNOW,2012-06,572
3604,NETIA,2012-06,535
3605,CCC,2012-06,532
3606,PULAWY,2012-06,454
3607,FAMUR,2012-06,452
3608,ORBIS,2012-06,438
3609,TUEUROPA,2012-06,428
3610,BNPPL,2012-06,405
3611,NORDEABP,2012-06,391
3612,AMREST,2012-06,383
3613,GPW,2012-06,376
3614,ECHO,2012-06,357
3615,BUDIMEX,2012-06,328
3616,GTC,2012-06,328
3617,INTERCARS,2012-06,323
3618,BORYSZEW,2012-06,318
3619,KOPEX,2012-06,314
3620,GETIN,2012-06,299
3621,STALPROD,2012-06,292
3622,ALCHEMIA,2012-06,262
3623,NFIEMF,2012-06,260
3624,KETY,2012-06,259
3625,CIECH,2012-06,256
3626,KOGENERA,2012-06,252
3627,APATOR,2012-06,203
3628,MIDAS,2012-06,198
3629,WAWEL,2012-06,197
3630,INTEGERPL,2012-06,196
3631,MENNICA,2012-06,195
3632,OPENFIN,2012-06,194
3633,KRUSZWICA,2012-06,191
3634,KRUK,2012-06,184
3635,POLICE,2012-06,180
3636,EMPERIA,2012-06,179
3637,DEBICA,2012-06,176
3638,ROVESE,2012-06,161
3639,DOMDEV,2012-06,157
3640,IMPEXMET,2012-06,153
3641,GRAJEWO,2012-06,152
3648,PKOBP,2012-07,9888
3649,PEKAO,2012-07,8928
3650,PGE,2012-07,8465
3651,PZU,2012-07,7440
3652,KGHM,2012-07,6168
3653,PGNIG,2012-07,5816
3654,TPSA,2012-07,5120
3655,BZWBK,2012-07,4082
3656,PKNORLEN,2012-07,3727
3657,BRE,2012-07,2923
3658,JSW,2012-07,2672
3659,HANDLOWY,2012-07,2576
3660,INGBSK,2012-07,2422
3661,TAURONPE,2012-07,1962
3662,SYNTHOS,2012-07,1707
3663,ENEA,2012-07,1674
3664,LPP,2012-07,1511
3665,EUROCASH,2012-07,1314
3666,ZYWIEC,2012-07,1275
3667,CYFRPLSAT,2012-07,1241
3668,MILLENNIUM,2012-07,1030
3669,BOGDANKA,2012-07,1008
3670,KREDYTB,2012-07,949
3671,GETINOBLE,2012-07,931
3672,SWIECIE,2012-07,864
3673,ASSECOPOL,2012-07,859
3674,LOTOS,2012-07,828
3675,BANKBPH,2012-07,745
3676,BGZ,2012-07,739
3677,AZOTYTARNOW,2012-07,726
3678,TVN,2012-07,626
3679,NETIA,2012-07,559
3680,CCC,2012-07,542
3681,PULAWY,2012-07,522
3682,FAMUR,2012-07,478
3683,NORDEABP,2012-07,445
3684,TUEUROPA,2012-07,444
3685,ORBIS,2012-07,403
3686,BNPPL,2012-07,395
3687,AMREST,2012-07,387
3688,ECHO,2012-07,364
3689,BUDIMEX,2012-07,348
3690,GPW,2012-07,347
3691,GTC,2012-07,333
3692,INTERCARS,2012-07,326
3693,KOPEX,2012-07,312
3694,GETIN,2012-07,294
3695,BORYSZEW,2012-07,291
3696,STALPROD,2012-07,286
3697,KOGENERA,2012-07,278
3698,KETY,2012-07,272
3699,ALCHEMIA,2012-07,270
3700,NFIEMF,2012-07,261
3701,WAWEL,2012-07,229
3702,MIDAS,2012-07,220
3703,APATOR,2012-07,214
3704,POLICE,2012-07,207
3705,MENNICA,2012-07,207
3706,CIECH,2012-07,205
3707,OPENFIN,2012-07,199
3708,INTEGERPL,2012-07,194
3709,KRUK,2012-07,187
3710,DEBICA,2012-07,180
3711,BOS,2012-07,174
